net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,,,,
0,20,8,0.1,VI 120,124,665,0.533333333,VI 20,877,7541,1.6,-0.849577908,-0.477121255,-1.054607295,906,,,,
0,21,0,0.1,VI 120,122,776,0.64516129,VI 20,840,6015,1.052631579,-0.837919455,-0.212608093,-0.88937391,952,,,,
0,21,1,0.1,VI 120,127,790,0.64516129,VI 20,842,5976,1.052631579,-0.821508371,-0.212608093,-0.878783498,1016,,,,
0,21,2,0.1,VI 120,127,826,0.64516129,VI 20,799,5840,1.052631579,-0.798743058,-0.212608093,-0.8494328,954,,,,
0,21,3,0.1,VI 120,127,827,0.64516129,VI 20,798,5897,1.052631579,-0.79819917,-0.212608093,-0.853125618,979,,,,
0,21,4,0.1,VI 120,122,808,0.64516129,VI 20,895,6321,1.052631579,-0.865463205,-0.212608093,-0.89337443,1008,,,,
0,21,5,0.1,VI 120,122,773,0.64516129,VI 20,829,6141,1.052631579,-0.8321947,-0.212608093,-0.900059603,954,,,,
0,21,6,0.1,VI 120,126,822,0.64516129,VI 20,818,5920,1.052631579,-0.812382759,-0.212608093,-0.857449889,1036,,,,
0,21,7,0.1,VI 120,129,835,0.64516129,VI 20,848,6110,1.052631579,-0.817806142,-0.212608093,-0.864354735,1004,,,,
0,21,8,0.1,VI 120,111,771,0.64516129,VI 20,826,6125,1.052631579,-0.871657069,-0.212608093,-0.900051715,981,,,,
0,21,9,0.1,VI 120,134,900,0.64516129,VI 20,833,5988,1.052631579,-0.793540203,-0.212608093,-0.823039282,1036,,,,
0,22,1,0.1,VI 120,135,1056,0.8,VI 20,724,4532,0.8,-0.729404798,0,-0.632625983,1200,,,,
0,22,0,0.1,VI 120,121,907,0.8,VI 20,828,5134,0.8,-0.835244966,0,-0.752848577,1010,,,,
0,22,2,0.1,VI 120,129,1026,0.8,VI 20,814,5072,0.8,-0.800034695,0,-0.694031884,1101,,,,
0,22,3,0.1,VI 120,124,1033,0.8,VI 20,806,5005,0.8,-0.812913357,0,-0.68530376,1126,,,,
0,22,6,0.1,VI 120,132,998,0.8,VI 20,830,5174,0.8,-0.798504161,0,-0.714695883,1102,,,,
0,22,4,0.1,VI 120,125,995,0.8,VI 20,816,5153,0.8,-0.814780146,0,-0.714237062,1052,,,,
0,22,7,0.1,VI 120,120,871,0.8,VI 20,822,5277,0.8,-0.835690571,0,-0.782368939,1061,,,,
0,22,5,0.1,VI 120,114,913,0.8,VI 20,812,5000,0.8,-0.852651178,0,-0.738499227,1018,,,,
0,22,8,0.1,VI 120,129,1014,0.8,VI 20,770,4903,0.8,-0.775901015,0,-0.684423938,1062,,,,
0,22,9,0.1,VI 120,114,935,0.8,VI 20,816,5164,0.8,-0.854785307,0,-0.742174623,1033,,,,
0,23,0,0.1,VI 120,131,1254,1.052631579,VI 20,772,4281,0.64516129,-0.770346005,0.212608093,-0.533247691,1144,,,,
0,23,1,0.1,VI 120,129,1213,1.052631579,VI 20,739,4064,0.64516129,-0.758054728,0.212608093,-0.525092898,1231,,,,
0,23,2,0.1,VI 120,137,1280,1.052631579,VI 20,779,4248,0.64516129,-0.754816891,0.212608093,-0.520974538,1224,,,,
0,23,3,0.1,VI 120,127,1234,1.052631579,VI 20,728,4039,0.64516129,-0.758327658,0.212608093,-0.514958693,1070,,,,
0,23,4,0.1,VI 120,118,1181,1.052631579,VI 20,756,4125,0.64516129,-0.806639788,0.212608093,-0.543174055,1144,,,,
0,23,5,0.1,VI 120,143,1323,1.052631579,VI 20,775,4114,0.64516129,-0.733965665,0.212608093,-0.492704443,1149,,,,
0,23,7,0.1,VI 120,133,1288,1.052631579,VI 20,732,4073,0.64516129,-0.74065944,0.212608093,-0.499998547,1172,,,,
0,23,6,0.1,VI 120,124,1121,1.052631579,VI 20,843,4548,0.64516129,-0.832405889,0.212608093,-0.608214843,1193,,,,
0,23,8,0.1,VI 120,136,1300,1.052631579,VI 20,761,4256,0.64516129,-0.747845748,0.212608093,-0.515058267,1144,,,,
0,23,9,0.1,VI 120,131,1181,1.052631579,VI 20,815,4415,0.64516129,-0.793886313,0.212608093,-0.57268081,1186,,,,
0,24,0,0.1,VI 120,139,1743,1.6,VI 20,728,3490,0.533333333,-0.719116579,0.477121255,-0.30152804,1152,,,,
0,24,1,0.1,VI 120,125,1678,1.6,VI 20,723,3523,0.533333333,-0.762228284,0.477121255,-0.322120687,1212,,,,
0,24,5,0.1,VI 120,138,1703,1.6,VI 20,715,3493,0.533333333,-0.714426955,0.477121255,-0.311983938,1220,,,,
0,24,3,0.1,VI 120,140,1701,1.6,VI 20,775,3690,0.533333333,-0.743173667,0.477121255,-0.336322053,1162,,,,
0,24,4,0.1,VI 120,134,1649,1.6,VI 20,746,3622,0.533333333,-0.745634029,0.477121255,-0.34172779,1139,,,,
0,24,6,0.1,VI 120,150,1774,1.6,VI 20,738,3524,0.533333333,-0.691965103,0.477121255,-0.298082284,1264,,,,
0,24,2,0.1,VI 120,123,1607,1.6,VI 20,730,3527,0.533333333,-0.773417749,0.477121255,-0.341389583,1205,,,,
0,24,7,0.1,VI 120,149,1751,1.6,VI 20,750,3559,0.533333333,-0.701874995,0.477121255,-0.308041842,1192,,,,
0,24,9,0.1,VI 120,127,1614,1.6,VI 20,753,3579,0.533333333,-0.772991255,0.477121255,-0.345858168,1225,,,,
0,24,8,0.1,VI 120,162,1908,1.6,VI 20,731,3388,0.533333333,-0.654402362,0.477121255,-0.249365031,1323,,,,
