net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G
1,17,0,0.1,VI 95,142,0.8,720,VI 45,296,0.8,1092,0,-0.319003367,0,-0.180890142,,,,,0,0,0.101763148,598,,,,
1,17,8,0.1,VI 95,161,0.8,679,VI 45,285,0.8,1097,0,-0.248018984,0,-0.208336853,,,,,0,0,0.061513416,577,,,,
1,18,6,0.1,VI 95,129,1.052631579,794,VI 45,289,0.64516129,977,-0.074478344,-0.350308132,0.212608093,-0.090074061,,,,,0.045202201,-0.074478344,0.122715788,618,,,,
1,18,2,0.1,VI 95,152,1.052631579,826,VI 45,299,0.64516129,1023,-0.062470126,-0.2938276,0.212608093,-0.092895586,,,,,0.045202201,-0.062470126,0.086334659,617,,,,
1,19,0,0.1,VI 95,157,1.6,1041,VI 45,265,0.533333333,795,-0.108471714,-0.227346222,0.477121255,0.117083601,,,,,0.227644692,-0.108471714,0.051686304,545,,,,
1,13,1,0.1,VI 70,189,1.052631579,973,VI 70,196,0.64516129,805,-0.003357989,-0.015794267,0.212608093,0.08231696,,,,,0.045202201,-0.003357989,0.000249459,598,,,,
1,13,5,0.1,VI 70,223,1.052631579,1026,VI 70,183,0.64516129,715,0.018253207,0.085853773,0.212608093,0.156841319,,,,,0.045202201,0.018253207,0.00737087,599,,,,
1,13,9,0.1,VI 70,193,1.052631579,1018,VI 70,186,0.64516129,773,0.003411162,0.016044365,0.212608093,0.119568284,,,,,0.045202201,0.003411162,0.000257422,612,,,,
1,14,3,0.1,VI 70,196,1.6,1246,VI 70,180,0.533333333,650,0.017645646,0.036983566,0.477121255,0.282604686,,,,,0.227644692,0.017645646,0.001367784,584,,,,
1,16,7,0.1,VI 95,135,0.64516129,591,VI 45,290,1.052631579,1260,0.070599543,-0.332064229,-0.212608093,-0.328783064,,,,,0.045202201,0.070599543,0.110266652,543,,,,
1,14,7,0.1,VI 70,202,1.6,1211,VI 70,182,0.533333333,608,0.021604042,0.045279981,0.477121255,0.299240564,,,,,0.227644692,0.021604042,0.002050277,515,,,,
1,16,3,0.1,VI 95,152,0.64516129,633,VI 45,324,1.052631579,1358,0.069884583,-0.328701422,-0.212608093,-0.33149606,,,,,0.045202201,0.069884583,0.108044625,536,,,,
1,15,9,0.1,VI 95,118,0.533333333,409,VI 45,370,1.6,1919,0.236804686,-0.496319717,-0.477121255,-0.671351667,,,,,0.227644692,0.236804686,0.246333261,451,,,,
1,15,1,0.1,VI 95,136,0.533333333,481,VI 45,323,1.6,1736,0.179237095,-0.375663614,-0.477121255,-0.557404644,,,,,0.227644692,0.179237095,0.141123151,493,,,,
1,17,1,0.1,VI 95,164,0.8,775,VI 45,260,0.8,999,0,-0.2001295,0,-0.110263786,,,,,0,0,0.040051817,626,,,,
1,17,5,0.1,VI 95,161,0.8,718,VI 45,299,0.8,1079,0,-0.268845312,0,-0.176897,,,,,0,0,0.072277802,606,,,,
1,15,5,0.1,VI 95,127,0.533333333,512,VI 45,313,1.6,1728,0.186907775,-0.391740617,-0.477121255,-0.528273777,,,,,0.227644692,0.186907775,0.153460711,448,,,,
1,17,9,0.1,VI 95,155,0.8,735,VI 45,285,0.8,1040,0,-0.264513162,0,-0.150746,,,,,0,0,0.069967213,624,,,,
1,18,7,0.1,VI 95,157,1.052631579,828,VI 45,297,0.64516129,1011,-0.058861996,-0.276856797,0.212608093,-0.086720819,,,,,0.045202201,-0.058861996,0.076649686,558,,,,
1,18,3,0.1,VI 95,178,1.052631579,982,VI 45,265,0.64516129,864,-0.036744179,-0.172825872,0.212608093,0.055597745,,,,,0.045202201,-0.036744179,0.029868782,626,,,,
1,19,1,0.1,VI 95,190,1.6,1190,VI 45,265,0.533333333,791,-0.068940335,-0.144492273,0.477121255,0.177370478,,,,,0.227644692,-0.068940335,0.020878017,601,,,,
1,19,2,0.1,VI 95,160,1.6,1083,VI 45,266,0.533333333,777,-0.105330077,-0.220761654,0.477121255,0.144207438,,,,,0.227644692,-0.105330077,0.048735708,582,,,,
1,19,6,0.1,VI 95,156,1.6,1061,VI 45,230,0.533333333,746,-0.080444188,-0.168603238,0.477121255,0.152976556,,,,,0.227644692,-0.080444188,0.028427052,611,,,,
1,20,0,0.1,VI 120,81,0.533333333,235,VI 20,681,1.6,2930,0.441175938,-0.924662093,-0.477121255,-1.095799758,,,,,0.227644692,0.441175938,0.854999986,267,,,,
1,20,4,0.1,VI 120,95,0.533333333,274,VI 20,673,1.6,2846,0.405692128,-0.850291459,-0.477121255,-1.016484333,,,,,0.227644692,0.405692128,0.722995565,330,,,,
1,21,2,0.1,VI 120,107,0.64516129,382,VI 20,631,1.052631579,2158,0.163845487,-0.770645582,-0.212608093,-0.751988077,,,,,0.045202201,0.163845487,0.593894612,434,,,,
1,21,6,0.1,VI 120,100,0.64516129,364,VI 20,635,1.052631579,2215,0.170676191,-0.802773725,-0.212608093,-0.784272347,,,,,0.045202201,0.170676191,0.644445654,394,,,,
1,20,8,0.1,VI 120,88,0.533333333,251,VI 20,656,1.6,2783,0.416250682,-0.872421167,-0.477121255,-1.044839485,,,,,0.227644692,0.416250682,0.761118693,314,,,,
1,22,8,0.1,VI 120,110,0.8,476,VI 20,566,0.8,1566,0,-0.711423746,0,-0.517184805,,,,,0,0,0.506123746,473,,,,
1,22,0,0.1,VI 120,105,0.8,412,VI 20,632,0.8,1803,0,-0.779527779,0,-0.641098511,,,,,0,0,0.607663559,471,,,,
1,23,2,0.1,VI 120,125,1.052631579,607,VI 20,497,0.64516129,1276,-0.127447151,-0.599446376,0.212608093,-0.322661983,,,,,0.045202201,-0.127447151,0.359335957,516,,,,
1,23,6,0.1,VI 120,123,1.052631579,583,VI 20,558,0.64516129,1428,-0.139625919,-0.656729087,0.212608093,-0.389059653,,,,,0.045202201,-0.139625919,0.431293094,489,,,,
1,24,0,0.1,VI 120,124,1.6,775,VI 20,459,0.533333333,1053,-0.271191427,-0.568391,0.477121255,-0.133126669,,,,,0.227644692,-0.271191427,0.323068329,537,,,,
1,22,4,0.1,VI 120,111,0.8,457,VI 20,575,0.8,1636,0,-0.714344866,0,-0.553867099,,,,,0,0,0.510288587,462,,,,
1,24,8,0.1,VI 120,114,1.6,812,VI 20,510,0.533333333,1222,-0.310446256,-0.650665325,0.477121255,-0.177515177,,,,,0.227644692,-0.310446256,0.423365365,571,,,,
1,24,4,0.1,VI 120,106,1.6,704,VI 20,457,0.533333333,1060,-0.302786079,-0.634610335,0.477121255,-0.177733206,,,,,0.227644692,-0.302786079,0.402730277,523,,,,
1,19,3,0.1,VI 95,169,1.6,1079,VI 45,254,0.533333333,729,-0.08442518,-0.176947012,0.477121255,0.170293916,,,,,0.227644692,-0.08442518,0.031310245,577,,,,
1,19,7,0.1,VI 95,170,1.6,1113,VI 45,250,0.533333333,769,-0.079913558,-0.167491087,0.477121255,0.160568825,,,,,0.227644692,-0.079913558,0.028053264,549,,,,
1,20,1,0.1,VI 120,94,0.533333333,259,VI 20,663,1.6,2705,0.404782838,-0.848385675,-0.477121255,-1.018867505,,,,,0.227644692,0.404782838,0.719758253,312,,,,
1,20,5,0.1,VI 120,88,0.533333333,244,VI 20,673,1.6,2895,0.421552083,-0.883532392,-0.477121255,-1.074258742,,,,,0.227644692,0.421552083,0.780629488,294,,,,
1,21,3,0.1,VI 120,116,0.64516129,385,VI 20,626,1.052631579,2105,0.15565386,-0.732116344,-0.212608093,-0.737791371,,,,,0.045202201,0.15565386,0.535994341,455,,,,
1,21,7,0.1,VI 120,96,0.64516129,348,VI 20,596,1.052631579,2016,0.168592908,-0.792975027,-0.212608093,-0.762911284,,,,,0.045202201,0.168592908,0.628809393,419,,,,
1,22,9,0.1,VI 120,119,0.8,484,VI 20,517,0.8,1462,0,-0.637943582,0,-0.480102011,,,,,0,0,0.406972013,452,,,,
1,22,1,0.1,VI 120,103,0.8,454,VI 20,578,0.8,1620,0,-0.749090614,0,-0.552459162,,,,,0,0,0.561136748,476,,,,
1,20,9,0.1,VI 120,83,0.533333333,249,VI 20,702,1.6,3146,0.442414987,-0.92725902,-0.477121255,-1.101559371,,,,,0.227644692,0.442414987,0.85980929,312,,,,
1,23,3,0.1,VI 120,130,1.052631579,636,VI 20,529,0.64516129,1380,-0.129587252,-0.60951232,0.212608093,-0.336421971,,,,,0.045202201,-0.129587252,0.371505268,544,,,,
1,24,1,0.1,VI 120,121,1.6,809,VI 20,458,0.533333333,1047,-0.275814306,-0.578080108,0.477121255,-0.11199816,,,,,0.227644692,-0.275814306,0.334176611,532,,,,
1,22,5,0.1,VI 120,109,0.8,531,VI 20,531,0.8,1561,0,-0.687668023,0,-0.468308382,,,,,0,0,0.47288731,469,,,,
1,23,7,0.1,VI 120,117,1.052631579,626,VI 20,504,0.64516129,1302,-0.134845551,-0.634244675,0.212608093,-0.318036651,,,,,0.045202201,-0.134845551,0.402266307,550,,,,
1,24,9,0.1,VI 120,134,1.6,919,VI 20,431,0.533333333,956,-0.24207819,-0.507372472,0.477121255,-0.017142381,,,,,0.227644692,-0.24207819,0.257426825,566,,,,
1,24,5,0.1,VI 120,116,1.6,741,VI 20,466,0.533333333,1062,-0.288146851,-0.603927927,0.477121255,-0.156306309,,,,,0.227644692,-0.288146851,0.364728942,522,,,,
1,19,4,0.1,VI 95,174,1.6,1177,VI 45,240,0.533333333,750,-0.066635706,-0.139661993,0.477121255,0.195715199,,,,,0.227644692,-0.066635706,0.019505472,545,,,,
1,19,8,0.1,VI 95,150,1.6,1079,VI 45,251,0.533333333,801,-0.106675945,-0.223582462,0.477121255,0.129388929,,,,,0.227644692,-0.106675945,0.049989118,572,,,,
1,20,2,0.1,VI 120,77,0.533333333,209,VI 20,712,1.6,3105,0.460894012,-0.965989268,-0.477121255,-1.171915318,,,,,0.227644692,0.460894012,0.933135267,256,,,,
1,21,4,0.1,VI 120,104,0.64516129,348,VI 20,638,1.052631579,2084,0.167489964,-0.787787339,-0.212608093,-0.777318471,,,,,0.045202201,0.167489964,0.620608892,405,,,,
1,20,6,0.1,VI 120,78,0.533333333,205,VI 20,683,1.6,3067,0.449603812,-0.942326101,-0.477121255,-1.174959915,,,,,0.227644692,0.449603812,0.887978481,270,,,,
1,22,2,0.1,VI 120,104,0.8,472,VI 20,580,0.8,1623,0,-0.746394654,0,-0.536376521,,,,,0,0,0.55710498,498,,,,
1,21,8,0.1,VI 120,99,0.64516129,346,VI 20,649,1.052631579,2174,0.173617789,-0.816609502,-0.212608093,-0.798183441,,,,,0.045202201,0.173617789,0.666851079,363,,,,
1,23,4,0.1,VI 120,108,1.052631579,631,VI 20,506,0.64516129,1340,-0.142601938,-0.670726761,0.212608093,-0.327075439,,,,,0.045202201,-0.142601938,0.449874388,492,,,,
1,23,0,0.1,VI 120,119,1.052631579,601,VI 20,539,0.64516129,1402,-0.139479797,-0.656041804,0.212608093,-0.367873542,,,,,0.045202201,-0.139479797,0.430390848,510,,,,
1,21,0,0.1,VI 120,105,0.64516129,348,VI 20,606,1.052631579,2067,0.161854996,-0.761283325,-0.212608093,-0.773761233,,,,,0.045202201,0.161854996,0.579552301,398,,,,
1,24,2,0.1,VI 120,125,1.6,828,VI 20,425,0.533333333,1025,-0.253579888,-0.531478917,0.477121255,-0.092693529,,,,,0.227644692,-0.253579888,0.282469839,538,,,,
1,22,6,0.1,VI 120,121,0.8,516,VI 20,535,0.8,1494,0,-0.645568412,0,-0.461700896,,,,,0,0,0.416758574,556,,,,
1,23,8,0.1,VI 120,123,1.052631579,635,VI 20,485,0.64516129,1267,-0.126679689,-0.595836627,0.212608093,-0.30000289,,,,,0.045202201,-0.126679689,0.355021286,531,,,,
1,24,6,0.1,VI 120,135,1.6,840,VI 20,477,0.533333333,1060,-0.261550529,-0.548184611,0.477121255,-0.101026579,,,,,0.227644692,-0.261550529,0.300506367,603,,,,
1,19,5,0.1,VI 95,165,1.6,1030,VI 45,261,0.533333333,763,-0.095021829,-0.199156563,0.477121255,0.130312687,,,,,0.227644692,-0.095021829,0.039663337,591,,,,
1,19,9,0.1,VI 95,151,1.6,992,VI 45,266,0.533333333,841,-0.117326354,-0.245904689,0.477121255,0.071715676,,,,,0.227644692,-0.117326354,0.060469116,609,,,,
1,20,3,0.1,VI 120,81,0.533333333,226,VI 20,668,1.6,3027,0.437182123,-0.916291444,-0.477121255,-1.126903982,,,,,0.227644692,0.437182123,0.83959001,276,,,,
1,21,5,0.1,VI 120,105,0.64516129,359,VI 20,606,1.052631579,2022,0.161854996,-0.761283325,-0.212608093,-0.750686703,,,,,0.045202201,0.161854996,0.579552301,378,,,,
1,20,7,0.1,VI 120,94,0.533333333,261,VI 20,692,1.6,2916,0.413653746,-0.866978241,-0.477121255,-1.048147012,,,,,0.227644692,0.413653746,0.75165127,338,,,,
1,23,1,0.1,VI 120,120,1.052631579,622,VI 20,526,0.64516129,1357,-0.13645283,-0.641804498,0.212608093,-0.338789463,,,,,0.045202201,-0.13645283,0.411913014,524,,,,
1,22,3,0.1,VI 120,108,0.8,435,VI 20,613,0.8,1764,0,-0.754036719,0,-0.608009324,,,,,0,0,0.568571374,448,,,,
1,23,5,0.1,VI 120,112,1.052631579,578,VI 20,500,0.64516129,1275,-0.13814253,-0.649751982,0.212608093,-0.343582346,,,,,0.045202201,-0.13814253,0.422177638,469,,,,
1,24,3,0.1,VI 120,140,1.6,938,VI 20,454,0.533333333,1048,-0.243774521,-0.510927817,0.477121255,-0.048158444,,,,,0.227644692,-0.243774521,0.261047234,517,,,,
1,21,9,0.1,VI 120,89,0.64516129,392,VI 20,599,1.052631579,2072,0.176047328,-0.828036816,-0.212608093,-0.723103684,,,,,0.045202201,0.176047328,0.685644968,419,,,,
1,22,7,0.1,VI 120,118,0.8,521,VI 20,526,0.8,1512,0,-0.649103737,0,-0.462714068,,,,,0,0,0.421335661,530,,,,
1,21,1,0.1,VI 120,101,0.64516129,381,VI 20,617,1.052631579,2040,0.167102263,-0.78596379,-0.212608093,-0.728705192,,,,,0.045202201,0.167102263,0.61773908,414,,,,
1,23,9,0.1,VI 120,116,1.052631579,626,VI 20,493,0.64516129,1270,-0.133600572,-0.62838893,0.212608093,-0.307229388,,,,,0.045202201,-0.133600572,0.394872647,497,,,,
1,24,7,0.1,VI 120,129,1.6,815,VI 20,474,0.533333333,1144,-0.269663509,-0.565188631,0.477121255,-0.147268416,,,,,0.227644692,-0.269663509,0.319438189,543,,,,
