net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,log(b),(log(R1/R1))^2,(log(R1/R2)) * (log(B1/B2)),(log(B1/B2))^2,Changeovers,A,B,C,G
1,6,2,0.1,VI 45,267,0.64516129,937,VI 95,171,1.052631579,882,0.193515151,-0.212608093,0.026271006,,,,0.037448114,0.005083838,0.000690166,594,,,,
1,1,0,0.1,VI 20,546,0.64516129,1329,VI 120,117,1.052631579,610,0.669006781,-0.212608093,0.338195146,,,,0.447570073,0.226254846,0.114375957,532,,,,
1,5,0,0.1,VI 45,268,0.533333333,837,VI 95,151,1.6,991,0.249157847,-0.477121255,-0.073348196,,,,0.062079633,-0.018275279,0.005379958,557,,,,
1,1,4,0.1,VI 20,544,0.64516129,1341,VI 120,129,1.052631579,597,0.625009189,-0.212608093,0.351454447,,,,0.390636487,0.219662259,0.123520228,531,,,,
1,4,6,0.1,VI 20,689,1.6,2907,VI 120,79,0.533333333,234,0.940592131,0.477121255,1.094229174,,,,0.884713556,1.02922335,1.197337486,289,,,,
1,0,3,0.1,VI 20,488,0.533333333,1068,VI 120,123,1.6,758,0.598514711,-0.477121255,0.148902047,,,,0.358219859,0.089120066,0.02217182,566,,,,
1,5,9,0.1,VI 45,252,0.533333333,825,VI 95,159,1.6,1064,0.200003416,-0.477121255,-0.110487679,,,,0.040001367,-0.022097913,0.012207527,565,,,,
1,3,1,0.1,VI 20,596,1.052631579,2027,VI 120,102,0.64516129,387,0.766646088,0.212608093,0.719142784,,,,0.587746224,0.551328002,0.517166343,435,,,,
1,0,7,0.1,VI 20,442,0.533333333,1007,VI 120,112,1.6,805,0.596204247,-0.477121255,0.09723359,,,,0.355459504,0.057971079,0.009454371,530,,,,
1,2,3,0.1,VI 20,587,0.8,1706,VI 120,93,0.8,442,0.800155153,0,0.586556757,,,,0.640248268,0.469336412,0.34404883,497,,,,
1,5,5,0.1,VI 45,266,0.533333333,720,VI 95,184,1.6,1094,0.160063814,-0.477121255,-0.181684826,,,,0.025620424,-0.029081166,0.033009376,498,,,,
1,1,9,0.1,VI 20,543,0.64516129,1372,VI 120,109,1.052631579,571,0.697373332,-0.212608093,0.380718003,,,,0.486329564,0.265502582,0.144946198,534,,,,
1,2,7,0.1,VI 20,554,0.8,1644,VI 120,106,0.8,471,0.718203899,0,0.542880906,,,,0.515816841,0.389899184,0.294719678,492,,,,
1,3,5,0.1,VI 20,632,1.052631579,2102,VI 120,110,0.64516129,369,0.759324393,0.212608093,0.755606346,,,,0.576573534,0.57375033,0.570940949,383,,,,
1,4,3,0.1,VI 20,694,1.6,3020,VI 120,72,0.533333333,215,0.984026974,0.477121255,1.147568483,,,,0.968309086,1.129238342,1.316913423,276,,,,
1,3,9,0.1,VI 20,678,1.052631579,2179,VI 120,96,0.64516129,335,0.848958461,0.212608093,0.813212423,,,,0.720730468,0.690383567,0.661314445,367,,,,
1,6,3,0.1,VI 45,265,0.64516129,919,VI 95,176,1.052631579,959,0.177733206,-0.212608093,-0.018503096,,,,0.031589093,-0.003288615,0.000342365,622,,,,
1,5,1,0.1,VI 45,256,0.533333333,726,VI 95,166,1.6,1057,0.188131877,-0.477121255,-0.163138367,,,,0.035393603,-0.030691527,0.026614127,570,,,,
1,1,1,0.1,VI 20,507,0.64516129,1348,VI 120,105,1.052631579,567,0.68381866,-0.212608093,0.376106833,,,,0.46760796,0.257188871,0.14145635,530,,,,
1,1,5,0.1,VI 20,533,0.64516129,1418,VI 120,118,1.052631579,583,0.654845202,-0.212608093,0.386007676,,,,0.428822238,0.252775275,0.149001926,540,,,,
1,4,7,0.1,VI 20,680,1.6,2925,VI 120,76,0.533333333,211,0.95169532,0.477121255,1.141843415,,,,0.905723983,1.086687035,1.303806385,278,,,,
1,6,4,0.1,VI 45,249,0.64516129,838,VI 95,175,1.052631579,894,0.153161298,-0.212608093,-0.0280935,,,,0.023458383,-0.004302837,0.000789245,622,,,,
1,6,8,0.1,VI 45,293,0.64516129,1019,VI 95,147,1.052631579,825,0.299550286,-0.212608093,0.091720235,,,,0.089730374,0.027474823,0.008412602,578,,,,
1,7,2,0.1,VI 45,267,0.8,1059,VI 95,173,0.8,760,0.188465158,0,0.144082368,,,,0.035519116,0.027154506,0.020759729,621,,,,
1,7,6,0.1,VI 45,308,0.8,1158,VI 95,154,0.8,717,0.301029996,0,0.208189404,,,,0.090619058,0.062671255,0.043342828,575,,,,
1,8,0,0.1,VI 45,297,1.052631579,1265,VI 95,159,0.64516129,640,0.271359325,0.212608093,0.295910552,,,,0.073635883,0.080298088,0.087563055,562,,,,
1,8,8,0.1,VI 45,297,1.052631579,1318,VI 95,141,0.64516129,614,0.323537337,0.212608093,0.331747039,,,,0.104676408,0.107332553,0.110056098,502,,,,
1,9,2,0.1,VI 45,340,1.6,1805,VI 95,123,0.533333333,471,0.441573806,0.477121255,0.583456299,,,,0.194987426,0.257639018,0.340421253,500,,,,
1,9,6,0.1,VI 45,325,1.6,1697,VI 95,128,0.533333333,473,0.404673391,0.477121255,0.554820702,,,,0.163760554,0.224521175,0.307826011,492,,,,
1,8,4,0.1,VI 45,318,1.052631579,1378,VI 95,146,0.64516129,586,0.338074264,0.212608093,0.371351602,,,,0.114294208,0.125544419,0.137902012,524,,,,
1,10,0,0.1,VI 70,182,0.533333333,639,VI 70,224,1.6,1367,-0.09017663,-0.477121255,-0.330267656,,,,0.008131825,0.029782424,0.109076725,602,,,,
1,10,8,0.1,VI 70,185,0.533333333,662,VI 70,209,1.6,1310,-0.052974558,-0.477121255,-0.296413306,,,,0.002806304,0.015702364,0.087860848,576,,,,
1,10,4,0.1,VI 70,161,0.533333333,606,VI 70,209,1.6,1264,-0.11332041,-0.477121255,-0.31927445,,,,0.012841515,0.036180312,0.101936174,540,,,,
1,12,4,0.1,VI 70,211,0.8,944,VI 70,187,0.8,856,0.052440849,0,0.04249823,,,,0.002750043,0.002228643,0.0018061,605,,,,
1,11,2,0.1,VI 70,207,0.64516129,773,VI 70,240,1.052631579,1098,-0.064240896,-0.212608093,-0.152422846,,,,0.004126893,0.00979178,0.023232724,620,,,,
1,11,6,0.1,VI 70,183,0.64516129,744,VI 70,206,1.052631579,1045,-0.051416131,-0.212608093,-0.147543355,,,,0.002643618,0.007586108,0.021769042,590,,,,
1,12,0,0.1,VI 70,197,0.8,835,VI 70,184,0.8,852,0.029648403,0,-0.008753119,,,,0.000879028,-0.000259516,7.66E-05,593,,,,
1,6,5,0.1,VI 45,264,0.64516129,912,VI 95,158,1.052631579,880,0.22294684,-0.212608093,0.015512166,,,,0.049705293,0.003458388,0.000240627,645,,,,
1,7,7,0.1,VI 45,271,0.8,1007,VI 95,148,0.8,742,0.262707575,0,0.132625565,,,,0.06901527,0.034841741,0.017589541,602,,,,
1,6,9,0.1,VI 45,290,0.64516129,1026,VI 95,154,1.052631579,814,0.274877277,-0.212608093,0.100522956,,,,0.075557517,0.027631476,0.010104865,553,,,,
1,7,3,0.1,VI 45,283,0.8,1120,VI 95,177,0.8,766,0.203813169,0,0.164989253,,,,0.041539808,0.033626983,0.027221454,608,,,,
1,8,9,0.1,VI 45,322,1.052631579,1382,VI 95,128,0.64516129,534,0.400645902,0.212608093,0.412966786,,,,0.160517139,0.16545345,0.170541566,540,,,,
1,9,3,0.1,VI 45,314,1.6,1709,VI 95,128,0.533333333,464,0.389719678,0.477121255,0.566224082,,,,0.151881428,0.220668667,0.320609711,512,,,,
1,8,1,0.1,VI 45,340,1.052631579,1363,VI 95,135,0.64516129,590,0.401145149,0.212608093,0.363643844,,,,0.16091743,0.145873964,0.132236845,548,,,,
1,9,7,0.1,VI 45,315,1.6,1696,VI 95,127,0.533333333,425,0.394506833,0.477121255,0.601036918,,,,0.155635641,0.237113171,0.361245377,424,,,,
1,10,1,0.1,VI 70,182,0.533333333,668,VI 70,211,1.6,1272,-0.064211067,-0.477121255,-0.279710649,,,,0.004123061,0.017960519,0.078238047,607,,,,
1,8,5,0.1,VI 45,313,1.052631579,1287,VI 95,129,0.64516129,584,0.384954627,0.212608093,0.3431657,,,,0.148190065,0.132103224,0.117762698,536,,,,
1,10,9,0.1,VI 70,189,0.533333333,690,VI 70,198,1.6,1227,-0.020203386,-0.477121255,-0.249995472,,,,0.000408177,0.005050755,0.062497736,550,,,,
1,10,5,0.1,VI 70,202,0.533333333,656,VI 70,233,1.6,1411,-0.062004552,-0.477121255,-0.332623174,,,,0.003844564,0.020624151,0.110638176,573,,,,
1,12,5,0.1,VI 70,193,0.8,937,VI 70,176,0.8,870,0.040044641,0,0.032220338,,,,0.001603573,0.001290252,0.00103815,605,,,,
1,11,7,0.1,VI 70,191,0.64516129,703,VI 70,223,1.052631579,1106,-0.067271496,-0.212608093,-0.196799802,,,,0.004525454,0.013239017,0.038730162,588,,,,
1,12,1,0.1,VI 70,196,0.8,838,VI 70,197,0.8,871,-0.002210155,0,-0.016774136,,,,4.88E-06,3.71E-05,0.000281372,566,,,,
1,11,3,0.1,VI 70,195,0.64516129,773,VI 70,189,1.052631579,974,0.013572807,-0.212608093,-0.100379463,,,,0.000184221,-0.001362431,0.010076037,635,,,,
1,6,6,0.1,VI 45,270,0.64516129,877,VI 95,159,1.052631579,834,0.22996664,-0.212608093,0.021833543,,,,0.052884655,0.005020986,0.000476704,600,,,,
1,7,8,0.1,VI 45,278,0.8,1070,VI 95,166,0.8,735,0.223936708,0,0.163096439,,,,0.050147649,0.03652328,0.026600448,642,,,,
1,7,4,0.1,VI 45,297,0.8,1124,VI 95,145,0.8,675,0.311388447,0,0.221462538,,,,0.096962765,0.068960876,0.049045656,532,,,,
1,9,4,0.1,VI 45,325,1.6,1690,VI 95,143,0.533333333,468,0.356547324,0.477121255,0.557640852,,,,0.127125994,0.198825353,0.310963319,446,,,,
1,7,0,0.1,VI 45,278,0.8,1006,VI 95,178,0.8,750,0.193624794,0,0.127536717,,,,0.037490561,0.024694271,0.016265614,559,,,,
1,8,2,0.1,VI 45,317,1.052631579,1270,VI 95,123,0.64516129,597,0.411154151,0.212608093,0.32782939,,,,0.169047736,0.134788414,0.107472109,544,,,,
1,9,0,0.1,VI 45,329,1.6,1695,VI 95,135,0.533333333,463,0.386862129,0.477121255,0.563588712,,,,0.149662307,0.218031129,0.317632236,470,,,,
1,9,8,0.1,VI 45,340,1.6,1864,VI 95,117,0.533333333,428,0.463293055,0.477121255,0.639002139,,,,0.214640455,0.296045253,0.408323734,488,,,,
1,10,2,0.1,VI 70,183,0.533333333,658,VI 70,237,1.6,1372,-0.112297256,-0.477121255,-0.319128218,,,,0.012610674,0.035837223,0.101842819,591,,,,
1,8,6,0.1,VI 45,295,1.052631579,1216,VI 95,153,0.64516129,623,0.285130585,0.212608093,0.290445528,,,,0.081299451,0.082814903,0.084358605,546,,,,
1,11,0,0.1,VI 70,207,0.64516129,804,VI 70,205,1.052631579,1063,0.004216484,-0.212608093,-0.121277216,,,,1.78E-05,-0.000511363,0.014708163,634,,,,
1,10,6,0.1,VI 70,181,0.533333333,622,VI 70,228,1.6,1344,-0.100256272,-0.477121255,-0.334608884,,,,0.01005132,0.033546639,0.111963105,549,,,,
1,12,6,0.1,VI 70,199,0.8,837,VI 70,198,0.8,936,0.002187886,0,-0.048550391,,,,4.79E-06,-0.000106223,0.00235714,610,,,,
1,12,2,0.1,VI 70,218,0.8,915,VI 70,187,0.8,815,0.066614887,0,0.050263485,,,,0.004437543,0.003348296,0.002526418,593,,,,
1,11,8,0.1,VI 70,174,0.64516129,760,VI 70,198,1.052631579,1045,-0.056115942,-0.212608093,-0.138302698,,,,0.003148999,0.007760986,0.019127636,584,,,,
1,11,4,0.1,VI 70,202,0.64516129,737,VI 70,220,1.052631579,996,-0.037071311,-0.212608093,-0.130791851,,,,0.001374282,0.004848625,0.017106508,581,,,,
1,6,7,0.1,VI 45,296,0.64516129,968,VI 95,144,1.052631579,812,0.312929219,-0.212608093,0.076319328,,,,0.097924696,0.023882548,0.00582464,581,,,,
1,7,9,0.1,VI 45,292,0.8,1022,VI 95,160,0.8,744,0.261262869,0,0.13787796,,,,0.068258287,0.036022391,0.019010332,581,,,,
1,7,5,0.1,VI 45,293,0.8,1099,VI 95,157,0.8,711,0.270967968,0,0.189128092,,,,0.07342364,0.051247655,0.035769435,555,,,,
1,9,5,0.1,VI 45,342,1.6,1741,VI 95,147,0.533333333,474,0.366708771,0.477121255,0.565020429,,,,0.134475323,0.207197947,0.319248086,474,,,,
1,7,1,0.1,VI 45,326,0.8,1159,VI 95,150,0.8,698,0.337126341,0,0.220228013,,,,0.11365417,0.074244664,0.048500378,584,,,,
1,8,3,0.1,VI 45,297,1.052631579,1231,VI 95,159,0.64516129,687,0.271359325,0.212608093,0.253301316,,,,0.073635883,0.068735674,0.064161557,634,,,,
1,9,9,0.1,VI 45,304,1.6,1628,VI 95,143,0.533333333,543,0.327537546,0.477121255,0.476854571,,,,0.107280844,0.156187776,0.227390282,503,,,,
1,9,1,0.1,VI 45,331,1.6,1810,VI 95,124,0.533333333,448,0.426406309,0.477121255,0.606400561,,,,0.18182234,0.258573025,0.36772164,456,,,,
1,10,3,0.1,VI 70,179,0.533333333,672,VI 70,196,1.6,1277,-0.03940304,-0.477121255,-0.278821624,,,,0.0015526,0.01098642,0.077741498,578,,,,
1,8,7,0.1,VI 45,313,1.052631579,1315,VI 95,157,0.64516129,631,0.299644685,0.212608093,0.318896394,,,,0.089786937,0.095555609,0.10169491,556,,,,
1,11,1,0.1,VI 70,181,0.64516129,735,VI 70,217,1.052631579,1099,-0.078781159,-0.212608093,-0.174710353,,,,0.006206471,0.013763884,0.030523708,564,,,,
1,10,7,0.1,VI 70,185,0.533333333,648,VI 70,218,1.6,1337,-0.071284765,-0.477121255,-0.314556401,,,,0.005081518,0.022423079,0.09894573,561,,,,
1,12,3,0.1,VI 70,203,0.8,918,VI 70,196,0.8,910,0.015239967,0,0.003801289,,,,0.000232257,5.79E-05,1.44E-05,666,,,,
1,12,7,0.1,VI 70,207,0.8,913,VI 70,194,0.8,906,0.028168616,0,0.00334258,,,,0.000793471,9.42E-05,1.12E-05,588,,,,
1,11,9,0.1,VI 70,200,0.64516129,782,VI 70,205,1.052631579,962,-0.010723865,-0.212608093,-0.089968319,,,,0.000115001,0.000964808,0.008094298,591,,,,
1,11,5,0.1,VI 70,188,0.64516129,794,VI 70,203,1.052631579,1023,-0.033338189,-0.212608093,-0.110055131,,,,0.001111435,0.003669039,0.012112132,594,,,,
1,12,8,0.1,VI 70,194,0.8,889,VI 70,191,0.8,809,0.006768363,0,0.040953239,,,,4.58E-05,0.000277186,0.001677168,630,,,,
1,13,2,0.1,VI 70,202,1.052631579,1043,VI 70,188,0.64516129,770,0.03119352,0.212608093,0.131793583,,,,0.000973036,0.004111106,0.017369549,590,,,,
1,14,0,0.1,VI 70,220,1.6,1343,VI 70,172,0.533333333,630,0.106894234,0.477121255,0.328735463,,,,0.011426377,0.035139926,0.108067005,520,,,,
1,15,6,0.1,VI 95,118,0.533333333,446,VI 45,335,1.6,1663,-0.4531628,-0.477121255,-0.571557391,,,,0.205356523,0.259008547,0.326677851,419,,,,
1,16,0,0.1,VI 95,156,0.64516129,629,VI 45,315,1.052631579,1312,-0.305185955,-0.212608093,-0.31928319,,,,0.093138467,0.097440745,0.101941755,550,,,,
1,16,4,0.1,VI 95,139,0.64516129,615,VI 45,301,1.052631579,1265,-0.335551695,-0.212608093,-0.31321541,,,,0.11259494,0.105099962,0.098103893,599,,,,
1,16,8,0.1,VI 95,144,0.64516129,606,VI 45,302,1.052631579,1289,-0.321644451,-0.212608093,-0.327780293,,,,0.103455153,0.105428712,0.107439921,567,,,,
1,14,4,0.1,VI 70,219,1.6,1255,VI 70,199,0.533333333,615,0.041591038,0.477121255,0.30976861,,,,0.001729814,0.012883598,0.095956592,519,,,,
1,13,6,0.1,VI 70,194,1.052631579,967,VI 70,210,0.64516129,775,-0.034417565,0.212608093,0.096124772,,,,0.001184569,-0.003308381,0.009239972,592,,,,
1,17,2,0.1,VI 95,152,0.8,682,VI 45,324,0.8,1153,-0.328701422,0,-0.228044933,,,,0.108044625,0.074958694,0.052004491,578,,,,
1,14,8,0.1,VI 70,211,1.6,1308,VI 70,171,0.533333333,593,0.091286345,0.477121255,0.343553051,,,,0.008333197,0.031361702,0.118028699,582,,,,
1,15,2,0.1,VI 95,150,0.533333333,484,VI 45,304,1.6,1564,-0.306782325,-0.477121255,-0.509391387,,,,0.094115395,0.156272274,0.259479585,482,,,,
1,18,4,0.1,VI 95,142,1.052631579,772,VI 45,290,0.64516129,974,-0.310109654,0.212608093,-0.100941657,,,,0.096167997,0.031302982,0.010189218,597,,,,
1,17,6,0.1,VI 95,169,0.8,729,VI 45,317,0.8,1132,-0.273172558,0,-0.191118899,,,,0.074623246,0.052208438,0.036526433,565,,,,
1,18,0,0.1,VI 95,153,1.052631579,880,VI 45,271,0.64516129,906,-0.24827786,0.212608093,-0.012645526,,,,0.061641896,0.003139604,0.000159909,577,,,,
1,18,8,0.1,VI 95,168,1.052631579,973,VI 45,235,0.64516129,804,-0.145758581,0.212608093,0.082856792,,,,0.021245564,-0.012077088,0.006865248,587,,,,
1,12,9,0.1,VI 70,219,0.8,881,VI 70,195,0.8,845,0.050409503,0,0.018119199,,,,0.002541118,0.00091338,0.000328305,575,,,,
1,15,7,0.1,VI 95,121,0.533333333,465,VI 45,310,1.6,1714,-0.408576324,-0.477121255,-0.566557865,,,,0.166934612,0.231482129,0.320987814,489,,,,
1,16,5,0.1,VI 95,144,0.64516129,636,VI 45,273,1.052631579,1243,-0.277800155,-0.212608093,-0.291014013,,,,0.077172926,0.080843738,0.084689156,515,,,,
1,16,9,0.1,VI 95,139,0.64516129,549,VI 45,333,1.052631579,1394,-0.379429433,-0.212608093,-0.404690429,,,,0.143966695,0.15355146,0.163774344,545,,,,
1,14,9,0.1,VI 70,201,1.6,1310,VI 70,183,0.533333333,640,0.040744968,0.477121255,0.311091322,,,,0.001660152,0.012675406,0.09677781,550,,,,
1,16,1,0.1,VI 95,144,0.64516129,532,VI 45,330,1.052631579,1280,-0.360151448,-0.212608093,-0.381298337,,,,0.129709065,0.137325148,0.145388422,526,,,,
1,14,5,0.1,VI 70,232,1.6,1402,VI 70,175,0.533333333,647,0.122449936,0.477121255,0.335843733,,,,0.014993987,0.041124044,0.112791013,609,,,,
1,17,3,0.1,VI 95,144,0.8,640,VI 45,292,0.8,1128,-0.307020359,0,-0.246129126,,,,0.094261501,0.075566653,0.060579546,530,,,,
1,15,3,0.1,VI 95,149,0.533333333,536,VI 45,304,1.6,1532,-0.309687315,-0.477121255,-0.456093976,,,,0.095906233,0.141246519,0.208021715,534,,,,
1,14,1,0.1,VI 70,213,1.6,1338,VI 70,184,0.533333333,691,0.06356178,0.477121255,0.286978066,,,,0.0040401,0.018240837,0.08235641,554,,,,
1,17,7,0.1,VI 95,175,0.8,751,VI 45,280,0.8,997,-0.204119983,0,-0.123055221,,,,0.041664967,0.02511803,0.015142587,578,,,,
1,13,3,0.1,VI 70,222,1.052631579,1134,VI 70,182,0.64516129,710,0.086281586,0.212608093,0.203354706,,,,0.007444512,0.017545767,0.041353136,626,,,,
1,18,5,0.1,VI 95,153,1.052631579,852,VI 45,295,0.64516129,966,-0.285130585,0.212608093,-0.054537532,,,,0.081299451,0.015550318,0.002974342,583,,,,
1,18,9,0.1,VI 95,163,1.052631579,890,VI 45,292,0.64516129,897,-0.253195247,0.212608093,-0.003402436,,,,0.064107833,0.000861481,1.16E-05,595,,,,
1,13,7,0.1,VI 70,207,1.052631579,1086,VI 70,186,0.64516129,710,0.046457401,0.212608093,0.184571477,,,,0.00215829,0.008574711,0.03406663,552,,,,
1,18,1,0.1,VI 95,148,1.052631579,809,VI 45,282,0.64516129,925,-0.279987393,0.212608093,-0.058193211,,,,0.07839294,0.016293365,0.00338645,600,,,,
