net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,log(b),(log(R1/R1))^2,(log(R1/R2)) * (log(M1/M2)),(log(M1/M2))^2,Changeovers,A,B,C,G
1,13,8,0.1,VI 70,213,1.052631579,1009,VI 70,186,0.64516129,738,0.058866659,0.212608093,0.135834804,,,,0.003465284,0.012515528,0.045202201,599,,,,
1,14,2,0.1,VI 70,227,1.6,1373,VI 70,188,0.533333333,587,0.081868008,0.477121255,0.369032436,,,,0.006702371,0.039060967,0.227644692,582,,,,
1,16,2,0.1,VI 95,152,0.64516129,659,VI 45,288,1.052631579,1294,-0.2775489,-0.212608093,-0.293048862,,,,0.077033392,0.059009142,0.045202201,606,,,,
1,15,4,0.1,VI 95,132,0.533333333,506,VI 45,323,1.6,1700,-0.388628591,-0.477121255,-0.526298405,,,,0.151032182,0.185422961,0.227644692,474,,,,
1,15,8,0.1,VI 95,140,0.533333333,485,VI 45,345,1.6,1776,-0.391691059,-0.477121255,-0.563701223,,,,0.153421886,0.18688413,0.227644692,450,,,,
1,15,0,0.1,VI 95,129,0.533333333,468,VI 45,352,1.6,1762,-0.435952953,-0.477121255,-0.575760051,,,,0.190054977,0.20800242,0.227644692,490,,,,
1,17,8,0.1,VI 95,128,0.8,691,VI 45,291,0.8,1084,-0.356683019,0,-0.195551235,,,,0.127222776,0,0,552,,,,
1,17,4,0.1,VI 95,152,0.8,757,VI 45,273,0.8,1053,-0.254319059,0,-0.143332492,,,,0.064678184,0,0,578,,,,
1,16,6,0.1,VI 95,163,0.64516129,622,VI 45,283,1.052631579,1178,-0.239598831,-0.212608093,-0.277354906,,,,0.0574076,0.050940651,0.045202201,570,,,,
1,17,0,0.1,VI 95,144,0.8,657,VI 45,303,0.8,1128,-0.323080136,0,-0.23474373,,,,0.104380775,0,0,545,,,,
1,18,2,0.1,VI 95,157,1.052631579,791,VI 45,283,0.64516129,920,-0.255886783,0.212608093,-0.065611344,,,,0.065478046,-0.054403601,0.045202201,559,,,,
1,18,6,0.1,VI 95,178,1.052631579,919,VI 45,260,0.64516129,814,-0.164553346,0.212608093,0.052691106,,,,0.027077804,-0.034985373,0.045202201,576,,,,
1,19,0,0.1,VI 95,145,1.6,1036,VI 45,272,0.533333333,832,-0.273200902,0.477121255,0.095236429,,,,0.074638733,-0.130349957,0.227644692,556,,,,
1,13,5,0.1,VI 70,217,1.052631579,1039,VI 70,174,0.64516129,719,0.095910486,0.212608093,0.159886657,,,,0.009198821,0.020391345,0.045202201,603,,,,
1,13,1,0.1,VI 70,202,1.052631579,999,VI 70,199,0.64516129,855,0.006498293,0.212608093,0.067599373,,,,4.22E-05,0.00138159,0.045202201,654,,,,
1,14,7,0.1,VI 70,211,1.6,1246,VI 70,198,0.533333333,676,0.027617265,0.477121255,0.265571346,,,,0.000762713,0.013176784,0.227644692,601,,,,
1,13,9,0.1,VI 70,204,1.052631579,1037,VI 70,197,0.64516129,756,0.015163941,0.212608093,0.137256961,,,,0.000229945,0.003223977,0.045202201,555,,,,
1,14,3,0.1,VI 70,223,1.6,1291,VI 70,180,0.533333333,628,0.093032358,0.477121255,0.312966599,,,,0.00865502,0.044387715,0.227644692,497,,,,
1,16,3,0.1,VI 95,145,0.64516129,641,VI 45,300,1.052631579,1312,-0.315753252,-0.212608093,-0.311075806,,,,0.099700116,0.067131697,0.045202201,566,,,,
1,15,5,0.1,VI 95,154,0.533333333,543,VI 45,330,1.6,1641,-0.330993219,-0.477121255,-0.480308751,,,,0.109556511,0.1579239,0.227644692,519,,,,
1,15,9,0.1,VI 95,122,0.533333333,490,VI 45,344,1.6,1821,-0.450198612,-0.477121255,-0.570113866,,,,0.20267879,0.214799327,0.227644692,477,,,,
1,17,9,0.1,VI 95,149,0.8,696,VI 45,295,0.8,1106,-0.296635748,0,-0.201145887,,,,0.087992767,0,0,626,,,,
1,17,5,0.1,VI 95,135,0.8,687,VI 45,299,0.8,1076,-0.34533742,0,-0.194855534,,,,0.119257934,0,0,577,,,,
1,15,1,0.1,VI 95,142,0.533333333,477,VI 45,327,1.6,1712,-0.362259408,-0.477121255,-0.554985381,,,,0.131231879,0.172841663,0.227644692,474,,,,
1,16,7,0.1,VI 95,143,0.64516129,623,VI 45,274,1.052631579,1213,-0.282414525,-0.212608093,-0.289372754,,,,0.079757964,0.060043614,0.045202201,564,,,,
1,17,1,0.1,VI 95,160,0.8,770,VI 45,289,0.8,1087,-0.25677786,0,-0.149738819,,,,0.065934869,0,0,589,,,,
1,18,3,0.1,VI 95,156,1.052631579,844,VI 45,273,0.64516129,951,-0.243038049,0.212608093,-0.05183807,,,,0.059067493,-0.051671856,0.045202201,625,,,,
1,18,7,0.1,VI 95,146,1.052631579,803,VI 45,277,0.64516129,931,-0.278126913,0.212608093,-0.064234136,,,,0.07735458,-0.059132033,0.045202201,589,,,,
1,19,1,0.1,VI 95,166,1.6,1092,VI 45,270,0.533333333,838,-0.211255676,0.477121255,0.11497862,,,,0.044628961,-0.100794573,0.227644692,622,,,,
1,19,2,0.1,VI 95,160,1.6,1013,VI 45,249,0.533333333,796,-0.192079364,0.477121255,0.104696378,,,,0.036894482,-0.091645147,0.227644692,570,,,,
1,19,6,0.1,VI 95,137,1.6,979,VI 45,275,0.533333333,833,-0.302612127,0.477121255,0.07013769,,,,0.091574099,-0.144382678,0.227644692,570,,,,
1,20,0,0.1,VI 120,81,0.533333333,241,VI 20,671,1.6,2910,-0.918237501,-0.477121255,-1.081875946,,,,0.843160109,0.438110629,0.227644692,302,,,,
1,21,2,0.1,VI 120,102,0.64516129,350,VI 20,613,1.052631579,2092,-0.778860303,-0.212608093,-0.776493636,,,,0.606623371,0.165592004,0.045202201,378,,,,
1,20,8,0.1,VI 120,90,0.533333333,273,VI 20,679,1.6,2840,-0.877627265,-0.477121255,-1.017155693,,,,0.770229616,0.418734622,0.227644692,342,,,,
1,20,4,0.1,VI 120,78,0.533333333,222,VI 20,707,1.6,3034,-0.957324811,-0.477121255,-1.135662602,,,,0.916470794,0.456760015,0.227644692,294,,,,
1,21,6,0.1,VI 120,101,0.64516129,372,VI 20,590,1.052631579,1979,-0.766530638,-0.212608093,-0.725902854,,,,0.587569219,0.162970617,0.045202201,448,,,,
1,23,2,0.1,VI 120,123,1.052631579,640,VI 20,506,0.64516129,1286,-0.614245405,0.212608093,-0.303060995,,,,0.377297418,-0.130593544,0.045202201,524,,,,
1,23,6,0.1,VI 120,110,1.052631579,567,VI 20,524,0.64516129,1405,-0.677938602,0.212608093,-0.394093265,,,,0.459600748,-0.144135233,0.045202201,510,,,,
1,22,0,0.1,VI 120,115,0.8,511,VI 20,552,0.8,1590,-0.681241237,0,-0.492976224,,,,0.464089624,0,0,484,,,,
1,22,8,0.1,VI 120,116,0.8,478,VI 20,610,0.8,1745,-0.720871846,0,-0.562367535,,,,0.519656218,0,0,468,,,,
1,22,4,0.1,VI 120,116,0.8,498,VI 20,571,0.8,1545,-0.692178119,0,-0.491699141,,,,0.479110548,0,0,471,,,,
1,24,0,0.1,VI 120,148,1.6,962,VI 20,456,0.533333333,1034,-0.488703127,0.477121255,-0.031345467,,,,0.238830747,-0.233170649,0.227644692,552,,,,
1,24,4,0.1,VI 120,141,1.6,918,VI 20,407,0.533333333,922,-0.460375297,0.477121255,-0.00188824,,,,0.211945414,-0.219654839,0.227644692,530,,,,
1,24,8,0.1,VI 120,106,1.6,779,VI 20,482,0.533333333,1128,-0.657741173,0.477121255,-0.160771642,,,,0.432623451,-0.313822294,0.227644692,560,,,,
1,19,3,0.1,VI 95,157,1.6,1045,VI 45,254,0.533333333,829,-0.208934064,0.477121255,0.10056176,,,,0.043653443,-0.099686883,0.227644692,570,,,,
1,19,7,0.1,VI 95,156,1.6,1021,VI 45,259,0.533333333,775,-0.220175166,0.477121255,0.11972404,,,,0.048477104,-0.105050251,0.227644692,545,,,,
1,20,1,0.1,VI 120,83,0.533333333,253,VI 20,704,1.6,3049,-0.928494567,-0.477121255,-1.081036903,,,,0.862102161,0.443004493,0.227644692,314,,,,
1,20,9,0.1,VI 120,81,0.533333333,238,VI 20,674,1.6,3023,-0.920174878,-0.477121255,-1.10386119,,,,0.846721805,0.439034992,0.227644692,315,,,,
1,21,3,0.1,VI 120,99,0.64516129,357,VI 20,622,1.052631579,1976,-0.79815519,-0.212608093,-0.743118724,,,,0.637051707,0.169694253,0.045202201,414,,,,
1,21,7,0.1,VI 120,100,0.64516129,316,VI 20,655,1.052631579,2214,-0.8162413,-0.212608093,-0.845490534,,,,0.66624986,0.173539506,0.045202201,386,,,,
1,20,5,0.1,VI 120,89,0.533333333,256,VI 20,674,1.6,2933,-0.87926989,-0.477121255,-1.059072098,,,,0.773115539,0.419518353,0.227644692,302,,,,
1,22,1,0.1,VI 120,111,0.8,489,VI 20,568,0.8,1606,-0.709025357,0,-0.516436682,,,,0.502716957,0,0,502,,,,
1,23,3,0.1,VI 120,139,1.052631579,636,VI 20,486,0.64516129,1199,-0.543621469,0.212608093,-0.275362067,,,,0.295524302,-0.115578324,0.045202201,508,,,,
1,22,9,0.1,VI 120,120,0.8,492,VI 20,568,0.8,1665,-0.67516709,0,-0.529449135,,,,0.455850599,0,0,478,,,,
1,24,1,0.1,VI 120,120,1.6,806,VI 20,473,0.533333333,1064,-0.595679895,0.477121255,-0.120606586,,,,0.354834537,-0.284211539,0.227644692,577,,,,
1,23,7,0.1,VI 120,108,1.052631579,559,VI 20,552,0.64516129,1376,-0.708515322,0.212608093,-0.391206626,,,,0.501993962,-0.150636091,0.045202201,458,,,,
1,22,5,0.1,VI 120,115,0.8,474,VI 20,538,0.8,1482,-0.670084435,0,-0.495069862,,,,0.44901315,0,0,485,,,,
1,24,5,0.1,VI 120,116,1.6,837,VI 20,445,0.533333333,1069,-0.583902022,0.477121255,-0.106252247,,,,0.340941571,-0.278592065,0.227644692,515,,,,
1,24,9,0.1,VI 120,138,1.6,880,VI 20,467,0.533333333,1094,-0.529437794,0.477121255,-0.09453465,,,,0.280304378,-0.252606025,0.227644692,534,,,,
1,19,4,0.1,VI 95,164,1.6,1040,VI 45,263,0.533333333,793,-0.2051119,0.477121255,0.117760152,,,,0.042070892,-0.097863247,0.227644692,563,,,,
1,19,8,0.1,VI 95,171,1.6,1119,VI 45,256,0.533333333,777,-0.175243855,0.477121255,0.158409068,,,,0.030710409,-0.083612568,0.227644692,585,,,,
1,20,2,0.1,VI 120,89,0.533333333,279,VI 20,658,1.6,2762,-0.868835887,-0.477121255,-0.995619471,,,,0.754875798,0.414540069,0.227644692,310,,,,
1,21,0,0.1,VI 120,102,0.64516129,380,VI 20,570,1.052631579,1947,-0.747274684,-0.212608093,-0.709582355,,,,0.558419453,0.158876645,0.045202201,439,,,,
1,21,4,0.1,VI 120,109,0.64516129,375,VI 20,605,1.052631579,2021,-0.744328877,-0.212608093,-0.731535046,,,,0.554025477,0.158250343,0.045202201,424,,,,
1,21,8,0.1,VI 120,105,0.64516129,357,VI 20,666,1.052631579,2191,-0.80228493,-0.212608093,-0.787974161,,,,0.643661109,0.170572269,0.045202201,450,,,,
1,20,6,0.1,VI 120,88,0.533333333,221,VI 20,714,1.6,2993,-0.90921554,-0.477121255,-1.131714443,,,,0.826672897,0.433806059,0.227644692,320,,,,
1,22,2,0.1,VI 120,123,0.8,453,VI 20,579,0.8,1660,-0.672773452,0,-0.564009886,,,,0.452624118,0,0,486,,,,
1,24,2,0.1,VI 120,133,1.6,812,VI 20,450,0.533333333,1045,-0.529360873,0.477121255,-0.109560261,,,,0.280222934,-0.252569324,0.227644692,518,,,,
1,23,0,0.1,VI 120,118,1.052631579,574,VI 20,522,0.64516129,1382,-0.645788496,0.212608093,-0.381596151,,,,0.417042781,-0.13729986,0.045202201,491,,,,
1,23,8,0.1,VI 120,113,1.052631579,606,VI 20,492,0.64516129,1317,-0.638886659,0.212608093,-0.337113151,,,,0.408176163,-0.135832474,0.045202201,530,,,,
1,22,6,0.1,VI 120,122,0.8,531,VI 20,526,0.8,1546,-0.634625913,0,-0.464114969,,,,0.40275005,0,0,497,,,,
1,23,4,0.1,VI 120,131,1.052631579,651,VI 20,466,0.64516129,1127,-0.551114621,0.212608093,-0.238342927,,,,0.303727326,-0.117171429,0.045202201,511,,,,
1,24,6,0.1,VI 120,127,1.6,792,VI 20,461,0.533333333,1092,-0.559897204,0.477121255,-0.139497457,,,,0.31348488,-0.267138857,0.227644692,544,,,,
1,19,5,0.1,VI 95,152,1.6,1033,VI 45,258,0.533333333,793,-0.229776118,0.477121255,0.114827134,,,,0.052797064,-0.10963107,0.227644692,559,,,,
1,20,3,0.1,VI 120,94,0.533333333,238,VI 20,687,1.6,2916,-0.863828883,-0.477121255,-1.088210563,,,,0.74620034,0.412151121,0.227644692,276,,,,
1,19,9,0.1,VI 95,162,1.6,1006,VI 45,247,0.533333333,740,-0.183181939,0.477121255,0.133366261,,,,0.033555623,-0.087399996,0.227644692,542,,,,
1,21,9,0.1,VI 120,106,0.64516129,386,VI 20,569,1.052631579,1913,-0.729806401,-0.212608093,-0.695127665,,,,0.532617383,0.155162747,0.045202201,428,,,,
1,21,1,0.1,VI 120,95,0.64516129,329,VI 20,637,1.052631579,2137,-0.826415827,-0.212608093,-0.812608624,,,,0.682963119,0.175702693,0.045202201,371,,,,
1,21,5,0.1,VI 120,103,0.64516129,376,VI 20,608,1.052631579,2045,-0.771066355,-0.212608093,-0.735505467,,,,0.594543323,0.163934947,0.045202201,418,,,,
1,22,3,0.1,VI 120,115,0.8,510,VI 20,533,0.8,1545,-0.666029369,0,-0.481358308,,,,0.44359512,0,0,505,,,,
1,23,1,0.1,VI 120,115,1.052631579,580,VI 20,515,0.64516129,1298,-0.651109389,0.212608093,-0.349846699,,,,0.423943436,-0.138431125,0.045202201,536,,,,
1,20,7,0.1,VI 120,98,0.533333333,275,VI 20,646,1.6,2730,-0.819006442,-0.477121255,-0.996829953,,,,0.670771553,0.390765381,0.227644692,308,,,,
1,24,3,0.1,VI 120,129,1.6,816,VI 20,435,0.533333333,957,-0.527899547,0.477121255,-0.069221779,,,,0.278677931,-0.251872094,0.227644692,498,,,,
1,22,7,0.1,VI 120,111,0.8,457,VI 20,579,0.8,1617,-0.717355585,0,-0.54879382,,,,0.514599035,0,0,478,,,,
1,24,7,0.1,VI 120,131,1.6,819,VI 20,455,0.533333333,1060,-0.540740101,0.477121255,-0.112021964,,,,0.292399857,-0.257998595,0.227644692,464,,,,
1,23,9,0.1,VI 120,120,1.052631579,683,VI 20,533,0.64516129,1352,-0.647545963,0.212608093,-0.296555988,,,,0.419315774,-0.137673512,0.045202201,539,,,,
1,23,5,0.1,VI 120,116,1.052631579,608,VI 20,516,0.64516129,1315,-0.648191712,0.212608093,-0.335022174,,,,0.420152496,-0.137810804,0.045202201,527,,,,
