net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,log(R1/R2),log(M1/M2),log(B1/B2),Changeovers,am,ar,log(b),,epsilon
-1,3,7,0.1,VI 20,4416,1.052631579,59808,VI 120,593,0.64516129,6101,0.871974371,0.212608093,0.991358255,5570,,,,,
-1,3,5,0.1,VI 20,4466,1.052631579,59374,VI 120,605,0.64516129,6121,0.868163344,0.212608093,0.986773929,5594,,,,,
-1,3,8,0.1,VI 20,4327,1.052631579,59323,VI 120,566,0.64516129,5852,0.883370464,0.212608093,1.005918788,5394,,,,,
-1,3,9,0.1,VI 20,4381,1.052631579,59710,VI 120,591,0.64516129,6131,0.869985772,0.212608093,0.988515755,5778,,,,,
-1,4,1,0.1,VI 20,4462,1.6,61899,VI 120,574,0.533333333,3953,0.890617674,0.477121255,1.194756819,4542,,,,,
-1,4,0,0.1,VI 20,4434,1.6,61259,VI 120,572,0.533333333,4020,0.88939966,0.477121255,1.18294385,4682,,,,,
-1,4,2,0.1,VI 20,4526,1.6,61490,VI 120,545,0.533333333,3905,0.919318047,0.477121255,1.197183455,4836,,,,,
-1,4,3,0.1,VI 20,4422,1.6,61307,VI 120,546,0.533333333,3833,0.908426096,0.477121255,1.203971246,4560,,,,,
-1,4,4,0.1,VI 20,4403,1.6,60923,VI 120,592,0.533333333,3946,0.871426979,0.477121255,1.1886242,4282,,,,,
-1,4,7,0.1,VI 20,4415,1.6,61707,VI 120,547,0.533333333,3974,0.906943382,0.477121255,1.19110657,4834,,,,,
-1,4,6,0.1,VI 20,4363,1.6,60709,VI 120,552,0.533333333,3906,0.897846135,0.477121255,1.19152084,4552,,,,,
-1,4,5,0.1,VI 20,4470,1.6,61396,VI 120,536,0.533333333,3834,0.921142733,0.477121255,1.204487969,4696,,,,,
-1,4,9,0.1,VI 20,4433,1.6,61363,VI 120,606,0.533333333,4147,0.864225107,0.477121255,1.170172548,4918,,,,,
-1,4,8,0.1,VI 20,4510,1.6,61509,VI 120,565,0.533333333,3994,0.902128094,0.477121255,1.187530606,4902,,,,,
-1,5,0,0.1,VI 45,1454,0.533333333,21219,VI 95,1022,1.6,41157,0.153113511,-0.477121255,-0.287718798,8530,,,,,
-1,5,1,0.1,VI 45,1461,0.533333333,21810,VI 95,963,1.6,40568,0.181023929,-0.477121255,-0.269527932,8452,,,,,
-1,5,2,0.1,VI 45,1483,0.533333333,21799,VI 95,1010,1.6,41478,0.166819777,-0.477121255,-0.279381236,8310,,,,,
-1,5,3,0.1,VI 45,1443,0.533333333,21730,VI 95,952,1.6,40863,0.180629383,-0.477121255,-0.274270521,8282,,,,,
-1,5,4,0.1,VI 45,1434,0.533333333,22022,VI 95,926,1.6,40359,0.189938165,-0.477121255,-0.263083639,8739,,,,,
-1,5,6,0.1,VI 45,1470,0.533333333,21546,VI 95,966,1.6,40655,0.182340208,-0.477121255,-0.27574731,8356,,,,,
-1,5,5,0.1,VI 45,1476,0.533333333,22259,VI 95,971,1.6,40040,0.181867128,-0.477121255,-0.254988419,8603,,,,,
-1,5,8,0.1,VI 45,1470,0.533333333,22022,VI 95,970,1.6,40212,0.1805456,-0.477121255,-0.261498916,8377,,,,,
-1,5,9,0.1,VI 45,1454,0.533333333,21903,VI 95,940,1.6,40492,0.189436553,-0.477121255,-0.266865625,8733,,,,,
-1,5,7,0.1,VI 45,1438,0.533333333,20849,VI 95,1016,1.6,41661,0.150865178,-0.477121255,-0.300644461,7808,,,,,
-1,6,1,0.1,VI 45,1781,0.64516129,36974,VI 95,908,1.052631579,29526,0.292578071,-0.212608093,0.097691821,9350,,,,,
-1,6,0,0.1,VI 45,1747,0.64516129,36550,VI 95,856,1.052631579,28589,0.30981914,-0.212608093,0.106688417,9694,,,,,
-1,6,2,0.1,VI 45,1735,0.64516129,36248,VI 95,876,1.052631579,29007,0.296795373,-0.212608093,0.096781234,8736,,,,,
-1,6,3,0.1,VI 45,1779,0.64516129,36490,VI 95,877,1.052631579,29332,0.307176355,-0.212608093,0.094832187,9575,,,,,
-1,6,4,0.1,VI 45,1713,0.64516129,35189,VI 95,931,1.052631579,30724,0.264807682,-0.212608093,0.058929169,9021,,,,,
-1,6,5,0.1,VI 45,1796,0.64516129,37720,VI 95,846,1.052631579,27921,0.326935969,-0.212608093,0.130640715,9289,,,,,
-1,6,6,0.1,VI 45,1777,0.64516129,36453,VI 95,901,1.052631579,28922,0.294962637,-0.212608093,0.100504954,8957,,,,,
-1,6,7,0.1,VI 45,1743,0.64516129,35729,VI 95,878,1.052631579,28556,0.297802871,-0.212608093,0.097323488,8968,,,,,
-1,6,8,0.1,VI 45,1753,0.64516129,36327,VI 95,893,1.052631579,29531,0.292930457,-0.212608093,0.08995138,9213,,,,,
-1,7,0,0.1,VI 45,1898,0.8,45724,VI 95,766,0.8,18694,0.394067438,0,0.388441978,8454,,,,,
-1,6,9,0.1,VI 45,1706,0.64516129,35972,VI 95,850,1.052631579,29106,0.302560101,-0.212608093,0.09198206,8556,,,,,
-1,7,2,0.1,VI 45,1903,0.8,45101,VI 95,846,0.8,20617,0.352068425,0,0.3399607,9054,,,,,
-1,7,1,0.1,VI 45,1907,0.8,45611,VI 95,799,0.8,19772,0.377803914,0,0.363018992,8994,,,,,
-1,7,3,0.1,VI 45,1873,0.8,44437,VI 95,822,0.8,19858,0.35766596,0,0.349809225,8550,,,,,
-1,7,4,0.1,VI 45,1918,0.8,46010,VI 95,792,0.8,19227,0.384123421,0,0.378940707,8531,,,,,
-1,7,5,0.1,VI 45,1863,0.8,44993,VI 95,795,0.8,19675,0.369845726,0,0.359230211,8972,,,,,
-1,7,6,0.1,VI 45,1867,0.8,44757,VI 95,811,0.8,19879,0.362123464,0,0.352466435,8230,,,,,
-1,7,9,0.1,VI 45,1932,0.8,45890,VI 95,804,0.8,19527,0.380751073,0,0.371082531,8377,,,,,
-1,7,7,0.1,VI 45,1875,0.8,45560,VI 95,789,0.8,19692,0.375924269,0,0.364293888,9421,,,,,
-1,7,8,0.1,VI 45,1936,0.8,46407,VI 95,760,0.8,18717,0.406091761,0,0.394347254,8402,,,,,
-1,8,0,0.1,VI 45,1952,1.052631579,49403,VI 95,768,0.64516129,13516,0.405118593,0.212608093,0.562905139,7627,,,,,
-1,8,1,0.1,VI 45,2034,1.052631579,50521,VI 95,732,0.64516129,12150,0.443839868,0.212608093,0.61889566,7362,,,,,
-1,8,2,0.1,VI 45,2041,1.052631579,50625,VI 95,749,0.64516129,12362,0.435361187,0.212608093,0.612276297,7872,,,,,
-1,8,4,0.1,VI 45,2053,1.052631579,51690,VI 95,754,0.64516129,12680,0.435017604,0.212608093,0.610287279,7880,,,,,
-1,8,5,0.1,VI 45,2043,1.052631579,51085,VI 95,784,0.64516129,13141,0.415952304,0.212608093,0.589664982,8229,,,,,
-1,8,3,0.1,VI 45,2022,1.052631579,50493,VI 95,746,0.64516129,12911,0.433042324,0.212608093,0.592271294,7567,,,,,
-1,8,6,0.1,VI 45,1887,1.052631579,49018,VI 95,788,0.64516129,13531,0.379245683,0.212608093,0.559025693,7502,,,,,
-1,8,7,0.1,VI 45,2001,1.052631579,50917,VI 95,760,0.64516129,12838,0.420433496,0.212608093,0.598365436,7780,,,,,
-1,8,8,0.1,VI 45,2003,1.052631579,51058,VI 95,706,0.64516129,12010,0.452876248,0.212608093,0.628520792,7621,,,,,
-1,8,9,0.1,VI 45,2052,1.052631579,51056,VI 95,758,0.64516129,12491,0.432508151,0.212608093,0.611449578,7392,,,,,
-1,9,0,0.1,VI 45,2054,1.6,52937,VI 95,684,0.533333333,7349,0.477544338,0.477121255,0.857531078,6072,,,,,
-1,9,1,0.1,VI 45,2105,1.6,53934,VI 95,708,0.533333333,7278,0.473218842,0.477121255,0.86985058,5954,,,,,
-1,9,2,0.1,VI 45,2053,1.6,53784,VI 95,704,0.533333333,7426,0.46481629,0.477121255,0.859898153,6182,,,,,
-1,9,5,0.1,VI 45,2024,1.6,53707,VI 95,696,0.533333333,7646,0.463601269,0.477121255,0.8465966,6354,,,,,
-1,9,3,0.1,VI 45,2037,1.6,53960,VI 95,755,0.533333333,8069,0.431044077,0.477121255,0.825252226,6387,,,,,
-1,9,4,0.1,VI 45,2092,1.6,54511,VI 95,729,0.533333333,7600,0.457834152,0.477121255,0.855670557,6120,,,,,
-1,9,6,0.1,VI 45,2079,1.6,54428,VI 95,693,0.533333333,7445,0.477121255,0.477121255,0.863957674,6140,,,,,
-1,9,8,0.1,VI 45,2082,1.6,53779,VI 95,682,0.533333333,7195,0.484696351,0.477121255,0.873581924,6040,,,,,
-1,9,7,0.1,VI 45,2004,1.6,52937,VI 95,706,0.533333333,7658,0.453093016,0.477121255,0.839643964,6466,,,,,
-1,9,9,0.1,VI 45,2068,1.6,53109,VI 95,680,0.533333333,7224,0.483041622,0.477121255,0.866390387,6220,,,,,
-1,10,0,0.1,VI 70,936,0.533333333,12967,VI 70,1276,1.6,47647,-0.134574826,-0.477121255,-0.56519605,7782,,,,,
-1,10,1,0.1,VI 70,947,0.533333333,13453,VI 70,1275,1.6,48143,-0.129160206,-0.477121255,-0.553714007,7555,,,,,
-1,10,2,0.1,VI 70,980,0.533333333,13183,VI 70,1324,1.6,48356,-0.130661909,-0.477121255,-0.564436117,7308,,,,,
-1,10,3,0.1,VI 70,930,0.533333333,12919,VI 70,1247,1.6,47140,-0.127383505,-0.477121255,-0.56216068,7365,,,,,
-1,10,4,0.1,VI 70,901,0.533333333,11759,VI 70,1368,1.6,48506,-0.181361306,-0.477121255,-0.615425072,6636,,,,,
-1,10,6,0.1,VI 70,934,0.533333333,12521,VI 70,1356,1.6,48220,-0.161912813,-0.477121255,-0.58558819,7911,,,,,
-1,10,5,0.1,VI 70,937,0.533333333,12705,VI 70,1321,1.6,48187,-0.149163227,-0.477121255,-0.57895522,7684,,,,,
-1,10,7,0.1,VI 70,932,0.533333333,12868,VI 70,1294,1.6,47657,-0.142518364,-0.477121255,-0.568615648,7815,,,,,
-1,10,8,0.1,VI 70,915,0.533333333,12619,VI 70,1270,1.6,48189,-0.142382627,-0.477121255,-0.581922974,6940,,,,,
-1,10,9,0.1,VI 70,911,0.533333333,12152,VI 70,1336,1.6,48107,-0.166288081,-0.477121255,-0.597560514,7108,,,,,
-1,11,0,0.1,VI 70,1059,0.64516129,21696,VI 70,1324,1.052631579,41938,-0.096992025,-0.212608093,-0.286228043,9592,,,,,
-1,11,1,0.1,VI 70,980,0.64516129,21124,VI 70,1186,1.052631579,40631,-0.082858613,-0.212608093,-0.284081352,8177,,,,,
-1,11,2,0.1,VI 70,1060,0.64516129,22641,VI 70,1291,1.052631579,42040,-0.085620377,-0.212608093,-0.268767103,9947,,,,,
-1,11,3,0.1,VI 70,1068,0.64516129,21728,VI 70,1320,1.052631579,42240,-0.092002679,-0.212608093,-0.288704157,9044,,,,,
-1,11,5,0.1,VI 70,1078,0.64516129,22532,VI 70,1243,1.052631579,41477,-0.061852368,-0.212608093,-0.265007594,9259,,,,,
-1,11,4,0.1,VI 70,1056,0.64516129,21884,VI 70,1255,1.052631579,41510,-0.074979808,-0.212608093,-0.278026027,9361,,,,,
-1,11,6,0.1,VI 70,1001,0.64516129,21069,VI 70,1315,1.052631579,43062,-0.118491675,-0.212608093,-0.310450273,8399,,,,,
-1,11,7,0.1,VI 70,1042,0.64516129,22523,VI 70,1271,1.052631579,41635,-0.086277832,-0.212608093,-0.266832332,8938,,,,,
-1,11,8,0.1,VI 70,1037,0.64516129,22571,VI 70,1247,1.052631579,41110,-0.080087697,-0.212608093,-0.260396676,8730,,,,,
-1,12,0,0.1,VI 70,1185,0.8,33256,VI 70,1155,0.8,31633,0.011136366,0,0.02172963,9557,,,,,
-1,11,9,0.1,VI 70,1031,0.64516129,21733,VI 70,1258,1.052631579,42183,-0.086421976,-0.212608093,-0.288017783,8923,,,,,
-1,12,1,0.1,VI 70,1133,0.8,31570,VI 70,1194,0.8,33699,-0.022774417,0,-0.028342432,8876,,,,,
-1,12,2,0.1,VI 70,1210,0.8,33723,VI 70,1181,0.8,32166,0.010535473,0,0.020529145,9663,,,,,
-1,12,3,0.1,VI 70,1168,0.8,32244,VI 70,1156,0.8,31855,0.004485009,0,0.005271303,9690,,,,,
-1,12,4,0.1,VI 70,1121,0.8,31927,VI 70,1180,0.8,32862,-0.022276395,0,-0.012535879,9967,,,,,
-1,12,5,0.1,VI 70,1179,0.8,33547,VI 70,1109,0.8,31979,0.026582259,0,0.02078881,9713,,,,,
-1,12,6,0.1,VI 70,1165,0.8,31744,VI 70,1192,0.8,32732,-0.00995033,0,-0.013310892,9901,,,,,
-1,12,7,0.1,VI 70,1154,0.8,32154,VI 70,1151,0.8,32467,0.001130485,0,-0.004207154,8934,,,,,
-1,12,8,0.1,VI 70,1111,0.8,31673,VI 70,1169,0.8,33889,-0.022100452,0,-0.029369553,9900,,,,,
-1,12,9,0.1,VI 70,1153,0.8,31806,VI 70,1172,0.8,32979,-0.007098304,0,-0.015728428,9162,,,,,
-1,13,0,0.1,VI 70,1266,1.052631579,41930,VI 70,1036,0.64516129,22169,0.08707395,0.212608093,0.276778759,8816,,,,,
-1,13,1,0.1,VI 70,1313,1.052631579,42162,VI 70,1035,0.64516129,21001,0.103324376,0.212608093,0.302681229,8812,,,,,
-1,13,2,0.1,VI 70,1267,1.052631579,40919,VI 70,1107,0.64516129,22484,0.058628994,0.212608093,0.260051435,8967,,,,,
-1,13,4,0.1,VI 70,1326,1.052631579,42411,VI 70,1033,0.64516129,21338,0.108443203,0.212608093,0.298324802,8894,,,,,
-1,13,3,0.1,VI 70,1316,1.052631579,42807,VI 70,1028,0.64516129,20944,0.107262775,0.212608093,0.310455163,8641,,,,,
-1,13,6,0.1,VI 70,1259,1.052631579,42424,VI 70,1006,0.64516129,21667,0.097427749,0.212608093,0.291812831,9267,,,,,
-1,13,7,0.1,VI 70,1270,1.052631579,42171,VI 70,1047,0.64516129,21560,0.083857039,0.212608093,0.291365143,8827,,,,,
-1,13,5,0.1,VI 70,1300,1.052631579,42423,VI 70,1003,0.64516129,20953,0.112642419,0.212608093,0.306355164,8514,,,,,
-1,13,8,0.1,VI 70,1277,1.052631579,41422,VI 70,998,0.64516129,21904,0.107060356,0.212608093,0.276707634,8911,,,,,
-1,13,9,0.1,VI 70,1294,1.052631579,41847,VI 70,1015,0.64516129,21748,0.105468234,0.212608093,0.284245005,8789,,,,,
-1,14,0,0.1,VI 70,1310,1.6,47498,VI 70,967,0.533333333,13198,0.131844822,0.477121255,0.556167199,7769,,,,,
-1,14,2,0.1,VI 70,1351,1.6,48158,VI 70,893,0.533333333,11778,0.17980389,0.477121255,0.611596892,7288,,,,,
-1,14,3,0.1,VI 70,1297,1.6,47716,VI 70,998,0.533333333,13678,0.113809435,0.477121255,0.542641431,8251,,,,,
-1,14,1,0.1,VI 70,1355,1.6,48190,VI 70,966,0.533333333,12752,0.146962169,0.477121255,0.577378622,8028,,,,,
-1,14,4,0.1,VI 70,1347,1.6,47518,VI 70,1006,0.533333333,13195,0.126769615,0.477121255,0.556448759,7986,,,,,
-1,14,5,0.1,VI 70,1364,1.6,47460,VI 70,978,0.533333333,12672,0.144475516,0.477121255,0.57348257,7768,,,,,
-1,14,6,0.1,VI 70,1325,1.6,46999,VI 70,1010,0.533333333,13589,0.117894504,0.477121255,0.538901119,7578,,,,,
-1,14,7,0.1,VI 70,1336,1.6,48506,VI 70,892,0.533333333,12057,0.175441604,0.477121255,0.604556202,7284,,,,,
-1,15,0,0.1,VI 95,722,0.533333333,7535,VI 45,2025,1.6,52307,-0.44788783,-0.477121255,-0.841476556,6068,,,,,
-1,14,8,0.1,VI 70,1289,1.6,47701,VI 70,954,0.533333333,12986,0.130704543,0.477121255,0.565052085,7482,,,,,
-1,15,3,0.1,VI 95,700,0.533333333,7711,VI 45,1992,1.6,52402,-0.454191294,-0.477121255,-0.83223716,6534,,,,,
-1,15,1,0.1,VI 95,702,0.533333333,7364,VI 45,2093,1.6,54395,-0.474432116,-0.477121255,-0.868445201,5968,,,,,
-1,15,2,0.1,VI 95,724,0.533333333,7525,VI 45,2103,1.6,54557,-0.463100706,-0.477121255,-0.860343977,6212,,,,,
-1,14,9,0.1,VI 70,1318,1.6,48856,VI 70,921,0.533333333,12657,0.15565578,0.477121255,0.586587127,7690,,,,,
-1,15,4,0.1,VI 95,656,0.533333333,6912,VI 45,2100,1.6,53377,-0.505315455,-0.477121255,-0.887750432,5831,,,,,
-1,15,5,0.1,VI 95,724,0.533333333,7710,VI 45,2018,1.6,53173,-0.445182596,-0.477121255,-0.838636786,6446,,,,,
-1,15,6,0.1,VI 95,739,0.533333333,7711,VI 45,2075,1.6,53096,-0.448373663,-0.477121255,-0.837951102,6254,,,,,
-1,15,7,0.1,VI 95,684,0.533333333,7292,VI 45,2024,1.6,53571,-0.471154406,-0.477121255,-0.866083093,5960,,,,,
-1,15,8,0.1,VI 95,702,0.533333333,7182,VI 45,2092,1.6,53449,-0.474224568,-0.477121255,-0.871694183,5944,,,,,
-1,15,9,0.1,VI 95,715,0.533333333,7629,VI 45,2013,1.6,53259,-0.449537733,-0.477121255,-0.843925393,6297,,,,,
-1,16,0,0.1,VI 95,738,0.64516129,12158,VI 45,2077,1.052631579,51080,-0.449380135,-0.212608093,-0.62338875,7701,,,,,
-1,16,1,0.1,VI 95,731,0.64516129,12413,VI 45,2011,1.052631579,51287,-0.439494694,-0.212608093,-0.616130541,7239,,,,,
-1,16,2,0.1,VI 95,804,0.64516129,13271,VI 45,2071,1.052631579,50796,-0.41092405,-0.212608093,-0.582925865,8346,,,,,
-1,16,4,0.1,VI 95,683,0.64516129,11492,VI 45,2087,1.052631579,51552,-0.485101745,-0.212608093,-0.651849901,7555,,,,,
-1,16,5,0.1,VI 95,790,0.64516129,13461,VI 45,1907,1.052631579,50132,-0.382723602,-0.212608093,-0.571037707,8098,,,,,
-1,16,6,0.1,VI 95,771,0.64516129,12947,VI 45,2020,1.052631579,50840,-0.418296991,-0.212608093,-0.594036394,8012,,,,,
-1,16,9,0.1,VI 95,748,0.64516129,12364,VI 45,2011,1.052631579,50245,-0.429510473,-0.212608093,-0.608933854,6963,,,,,
-1,16,3,0.1,VI 95,746,0.64516129,12532,VI 45,2007,1.052631579,50695,-0.429808545,-0.212608093,-0.606944741,7194,,,,,
-1,16,7,0.1,VI 95,784,0.64516129,13349,VI 45,1957,1.052631579,50790,-0.397274763,-0.212608093,-0.58032948,8120,,,,,
-1,16,8,0.1,VI 95,758,0.64516129,13040,VI 45,1976,1.052631579,51091,-0.416117735,-0.212608093,-0.593066812,8147,,,,,
-1,17,1,0.1,VI 95,822,0.8,20584,VI 45,1858,0.8,45394,-0.354173892,0,-0.34346868,8908,,,,,
-1,17,0,0.1,VI 95,735,0.8,18328,VI 45,1894,0.8,46370,-0.411092636,0,-0.40312202,8725,,,,,
-1,17,2,0.1,VI 95,825,0.8,20359,VI 45,1876,0.8,44861,-0.356778885,0,-0.343112508,8169,,,,,
-1,17,3,0.1,VI 95,794,0.8,20072,VI 45,1818,0.8,45085,-0.359773376,0,-0.351441426,8382,,,,,
-1,17,5,0.1,VI 95,805,0.8,19352,VI 45,1947,0.8,46505,-0.383570071,0,-0.380773793,8673,,,,,
-1,17,4,0.1,VI 95,777,0.8,18979,VI 45,1922,0.8,46338,-0.393332365,0,-0.387663959,8224,,,,,
-1,17,6,0.1,VI 95,798,0.8,19236,VI 45,1931,0.8,46011,-0.383779382,0,-0.378746904,8272,,,,,
-1,17,7,0.1,VI 95,806,0.8,19542,VI 45,1881,0.8,45030,-0.368053754,0,-0.362532938,8713,,,,,
-1,17,8,0.1,VI 95,737,0.8,17638,VI 45,2043,0.8,47898,-0.442800879,0,-0.433868041,8511,,,,,
-1,17,9,0.1,VI 95,814,0.8,19475,VI 45,1912,0.8,44664,-0.370863483,0,-0.360480148,8604,,,,,
-1,18,2,0.1,VI 95,891,1.052631579,30094,VI 45,1720,0.64516129,35692,-0.285650743,0.212608093,-0.074090968,9037,,,,,
-1,18,0,0.1,VI 95,837,1.052631579,27778,VI 45,1777,0.64516129,37551,-0.32696197,0.212608093,-0.130920533,9649,,,,,
-1,18,1,0.1,VI 95,962,1.052631579,32461,VI 45,1547,0.64516129,32049,-0.206315242,0.212608093,0.005547412,8710,,,,,
-1,18,4,0.1,VI 95,856,1.052631579,28485,VI 45,1758,0.64516129,36486,-0.312545106,0.212608093,-0.10751003,8907,,,,,
-1,18,3,0.1,VI 95,860,1.052631579,29787,VI 45,1696,0.64516129,35591,-0.294927397,0.212608093,-0.077313425,8134,,,,,
-1,18,5,0.1,VI 95,879,1.052631579,30137,VI 45,1718,0.64516129,36201,-0.291034284,0.212608093,-0.079620549,8996,,,,,
-1,18,7,0.1,VI 95,896,1.052631579,29648,VI 45,1788,0.64516129,35852,-0.300059505,0.212608093,-0.082517986,8909,,,,,
-1,18,6,0.1,VI 95,857,1.052631579,28186,VI 45,1717,0.64516129,36377,-0.301789473,0.212608093,-0.110793432,8521,,,,,
-1,18,8,0.1,VI 95,804,1.052631579,27868,VI 45,1734,0.64516129,37715,-0.333793044,0.212608093,-0.13140831,9159,,,,,
-1,18,9,0.1,VI 95,861,1.052631579,28801,VI 45,1769,0.64516129,36478,-0.312724681,0.212608093,-0.102623452,9176,,,,,
-1,19,1,0.1,VI 95,991,1.6,40848,VI 45,1503,0.533333333,22199,-0.180885326,0.477121255,0.264837386,8298,,,,,
-1,19,0,0.1,VI 95,987,1.6,41371,VI 45,1413,0.533333333,20938,-0.155825009,0.477121255,0.295760823,8814,,,,,
-1,19,2,0.1,VI 95,942,1.6,39969,VI 45,1491,0.533333333,22244,-0.199426741,0.477121255,0.254510396,8523,,,,,
-1,19,3,0.1,VI 95,999,1.6,41444,VI 45,1490,0.533333333,21634,-0.17362078,0.477121255,0.28232484,8061,,,,,
-1,19,4,0.1,VI 95,981,1.6,40328,VI 45,1489,0.533333333,22404,-0.18122569,0.477121255,0.25528112,7955,,,,,
-1,19,5,0.1,VI 95,975,1.6,41033,VI 45,1436,0.533333333,20924,-0.168149824,0.477121255,0.292488559,8750,,,,,
-1,19,6,0.1,VI 95,964,1.6,39800,VI 45,1433,0.533333333,21711,-0.172169156,0.477121255,0.263203245,8402,,,,,
-1,19,8,0.1,VI 95,994,1.6,39664,VI 45,1500,0.533333333,21685,-0.178704875,0.477121255,0.262237083,7862,,,,,
-1,19,7,0.1,VI 95,937,1.6,40002,VI 45,1393,0.533333333,20979,-0.172211526,0.477121255,0.280296923,7472,,,,,
