run_index,repetition_index,Sch 1,R1,B1,M1,Sch 2,R2,B2,M2,log(R1/R2),log(B1/B2),log(M1/M2)
9,20,VI21.8,43,240,1,VI80,15,63,1,0.4573771965239053,0.5808706922580243,0.0
9,18,VI21.8,33,196,1,VI80,12,62,1,0.43933269383026263,0.4998643818582222,0.0
9,23,VI21.8,48,223,1,VI80,7,51,1,0.8361431973613304,0.6407346869502243,0.0
9,21,VI21.8,44,253,1,VI80,15,62,1,0.46736141743050613,0.6107288316775641,0.0
9,19,VI21.8,34,206,1,VI80,5,61,1,0.8325089127062363,0.5285373853583863,0.0
9,22,VI21.8,33,218,1,VI80,7,58,1,0.6734158998636307,0.5750285000416676,0.0
9,25,VI21.8,31,196,1,VI80,17,78,1,0.26091277245599875,0.40016146866599567,0.0
9,24,VI21.8,45,240,1,VI80,11,81,1,0.6118198286171186,0.47172622283295623,0.0
9,26,VI21.8,40,205,1,VI80,6,46,1,0.8239087409443188,0.6489960293741802,0.0
9,27,VI21.8,48,256,1,VI80,7,32,1,0.8361431973613304,0.9030899869919435,0.0
10,0,VI20,23,147,1,VI120,9,59,1,0.40748532657826797,0.3964653231060319,0.0
10,2,VI20,28,184,1,VI120,6,50,1,0.6690067809585756,0.5658478186735176,0.0
9,29,VI21.8,37,210,1,VI80,6,48,1,0.7900504736833514,0.640978057358332,0.0
9,28,VI21.8,42,240,1,VI80,8,49,1,0.7201593034059569,0.6900151616830924,0.0
10,3,VI20,46,232,1,VI120,6,37,1,0.8846065812979305,0.7972862608239046,0.0
10,1,VI20,42,245,1,VI120,2,32,1,1.3222192947339193,0.8840161060446264,0.0
10,4,VI20,43,233,1,VI120,13,72,1,0.5195251032727497,0.5100234245947505,0.0
10,5,VI20,37,182,1,VI120,8,72,1,0.6651117370750514,0.4027388915538063,0.0
10,6,VI20,39,181,1,VI120,5,42,1,0.8920946026904804,0.634429284471284,0.0
10,8,VI20,38,194,1,VI120,6,67,1,0.8016323462331665,0.4617269272293996,0.0
10,10,VI20,36,206,1,VI120,9,61,1,0.6020599913279624,0.5285373853583863,0.0
10,7,VI20,41,201,1,VI120,10,70,1,0.6127838567197355,0.458098017406232,0.0
10,9,VI20,35,157,1,VI120,10,86,1,0.5440680443502757,0.261401201165666,0.0
10,12,VI20,32,167,1,VI120,7,68,1,0.6600519383056491,0.39020755844134697,0.0
10,11,VI20,38,191,1,VI120,3,41,1,1.1026623418971477,0.668249510527992,0.0
10,13,VI20,48,257,1,VI120,8,56,1,0.7781512503836436,0.6617450963250942,0.0
10,15,VI20,22,103,1,VI120,6,64,1,0.5642714304385625,0.20665725072128505,0.0
10,14,VI20,49,238,1,VI120,6,48,1,0.91204482964487,0.6953357196809247,0.0
10,16,VI20,45,258,1,VI120,6,37,1,0.8750612633917001,0.8434179818962352,0.0
10,18,VI20,44,252,1,VI120,4,45,1,1.0413926851582251,0.7481880270062004,0.0
10,17,VI20,47,258,1,VI120,9,41,1,0.7178553484963927,0.7988358492434947,0.0
10,19,VI20,33,204,1,VI120,6,27,1,0.7403626894942439,0.8782664032669114,0.0
10,22,VI20,40,214,1,VI120,7,40,1,0.7569619513137056,0.7283537820212285,0.0
10,20,VI20,38,185,1,VI120,6,40,1,0.8016323462331665,0.6651117370750514,0.0
10,21,VI20,46,252,1,VI120,6,48,1,0.8846065812979305,0.7201593034059569,0.0
10,23,VI20,35,196,1,VI120,7,49,1,0.6989700043360189,0.6020599913279624,0.0
10,26,VI20,39,185,1,VI120,10,76,1,0.5910646070264992,0.3863581361222224,0.0
10,24,VI20,31,173,1,VI120,10,71,1,0.4913616938342727,0.38678775440972013,0.0
10,25,VI20,39,212,1,VI120,9,59,1,0.6368220975871743,0.5554838492866073,0.0
10,27,VI20,38,190,1,VI120,9,66,1,0.6255410871774852,0.4592096654109603,0.0
10,28,VI20,43,240,1,VI120,4,39,1,1.0314084642516241,0.7891466346851068,0.0
10,29,VI20,39,195,1,VI120,15,66,1,0.414973347970818,0.47049067582064935,0.0
