net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,B1,Sch 2,R2,B2,Larger Ratio/Smaller Ratio,Preference for Smaller Ratio,Max Preference
3,2,4,0.1,VR 160,1,191,VR 160,1,233,1,0.450471698,0.549528302
3,3,4,0.1,VR 160,1,218,VR 160,1,221,1,0.496583144,0.503416856
3,4,4,0.1,VR 5,18,87,VR 5,284,1567,1,0.052599758,0.947400242
3,5,4,0.1,VR 5,50,302,VR 5,133,761,1,0.284101599,0.715898401
3,6,4,0.1,VR 5,98,565,VR 5,135,701,1,0.44628752,0.55371248
3,7,4,0.1,VR 5,58,297,VR 5,153,838,1,0.261674009,0.738325991
3,8,4,0.1,VR 160,0,247,VR 160,2,202,1,0.550111359,0.550111359
3,9,4,0.1,VR 160,2,229,VR 160,1,195,1,0.54009434,0.54009434
3,10,4,0.1,VR 160,0,207,VR 160,0,195,1,0.514925373,0.514925373
3,11,4,0.1,VR 160,0,206,VR 160,1,182,1,0.530927835,0.530927835
3,0,5,0.1,VR 160,1,208,VR 160,3,249,1,0.455142232,0.544857768
3,1,5,0.1,VR 160,2,217,VR 160,0,214,1,0.503480278,0.503480278
3,2,5,0.1,VR 160,1,255,VR 160,3,198,1,0.562913907,0.562913907
3,3,5,0.1,VR 160,0,200,VR 160,1,221,1,0.475059382,0.524940618
3,4,5,0.1,VR 5,123,746,VR 5,89,456,1,0.62063228,0.62063228
3,5,5,0.1,VR 5,65,410,VR 5,129,805,1,0.33744856,0.66255144
3,6,5,0.1,VR 5,133,724,VR 5,104,560,1,0.563862928,0.563862928
3,7,5,0.1,VR 5,90,514,VR 5,115,629,1,0.449693788,0.550306212
3,8,5,0.1,VR 160,0,197,VR 160,1,213,1,0.480487805,0.519512195
3,9,5,0.1,VR 160,2,241,VR 160,1,171,1,0.584951456,0.584951456
3,10,5,0.1,VR 160,2,200,VR 160,0,213,1,0.484261501,0.515738499
3,11,5,0.1,VR 160,1,224,VR 160,3,215,1,0.510250569,0.510250569
3,0,6,0.1,VR 160,0,199,VR 160,1,203,1,0.495024876,0.504975124
3,1,6,0.1,VR 160,0,216,VR 160,1,212,1,0.504672897,0.504672897
3,2,6,0.1,VR 160,3,223,VR 160,1,245,1,0.476495726,0.523504274
3,3,6,0.1,VR 160,0,213,VR 160,1,234,1,0.476510067,0.523489933
3,4,6,0.1,VR 5,164,943,VR 5,33,223,1,0.808747856,0.808747856
3,5,6,0.1,VR 5,35,242,VR 5,285,1424,1,0.145258103,0.854741897
3,6,6,0.1,VR 5,48,319,VR 5,162,821,1,0.279824561,0.720175439
3,7,6,0.1,VR 5,74,426,VR 5,141,766,1,0.35738255,0.64261745
3,8,6,0.1,VR 160,2,265,VR 160,2,202,1,0.56745182,0.56745182
3,9,6,0.1,VR 160,0,202,VR 160,0,180,1,0.528795812,0.528795812
3,10,6,0.1,VR 160,4,213,VR 160,1,195,1,0.522058824,0.522058824
3,11,6,0.1,VR 160,1,207,VR 160,1,197,1,0.512376238,0.512376238
3,0,7,0.1,VR 160,5,246,VR 160,0,177,1,0.581560284,0.581560284
3,1,7,0.1,VR 160,0,197,VR 160,2,202,1,0.493734336,0.506265664
3,2,7,0.1,VR 160,3,178,VR 160,1,202,1,0.468421053,0.531578947
3,3,7,0.1,VR 160,4,214,VR 160,2,205,1,0.510739857,0.510739857
3,4,7,0.1,VR 5,222,1119,VR 5,54,291,1,0.793617021,0.793617021
3,5,7,0.1,VR 5,231,1141,VR 5,103,488,1,0.700429711,0.700429711
3,6,7,0.1,VR 5,70,498,VR 5,128,698,1,0.41638796,0.58361204
3,7,7,0.1,VR 5,172,924,VR 5,88,484,1,0.65625,0.65625
3,8,7,0.1,VR 160,2,201,VR 160,0,213,1,0.485507246,0.514492754
3,9,7,0.1,VR 160,1,200,VR 160,0,198,1,0.502512563,0.502512563
3,10,7,0.1,VR 160,0,187,VR 160,0,173,1,0.519444444,0.519444444
3,11,7,0.1,VR 160,3,202,VR 160,0,196,1,0.507537688,0.507537688
3,0,8,0.1,VR 160,2,174,VR 160,1,203,1,0.461538462,0.538461538
3,1,8,0.1,VR 160,0,194,VR 160,2,229,1,0.458628842,0.541371158
3,2,8,0.1,VR 160,1,216,VR 160,1,209,1,0.508235294,0.508235294
3,3,8,0.1,VR 160,4,254,VR 160,1,183,1,0.581235698,0.581235698
3,4,8,0.1,VR 5,62,326,VR 5,190,1014,1,0.243283582,0.756716418
3,5,8,0.1,VR 5,215,1190,VR 5,37,173,1,0.873074101,0.873074101
3,6,8,0.1,VR 5,39,236,VR 5,169,940,1,0.200680272,0.799319728
3,7,8,0.1,VR 5,128,743,VR 5,81,442,1,0.627004219,0.627004219
3,8,8,0.1,VR 160,2,190,VR 160,0,183,1,0.509383378,0.509383378
3,9,8,0.1,VR 160,3,191,VR 160,2,203,1,0.484771574,0.515228426
3,10,8,0.1,VR 160,0,191,VR 160,0,193,1,0.497395833,0.502604167
3,11,8,0.1,VR 160,3,197,VR 160,0,184,1,0.517060367,0.517060367
3,0,9,0.1,VR 160,1,187,VR 160,2,220,1,0.459459459,0.540540541
3,1,9,0.1,VR 160,3,183,VR 160,2,220,1,0.454094293,0.545905707
3,2,9,0.1,VR 160,1,208,VR 160,2,237,1,0.46741573,0.53258427
3,3,9,0.1,VR 160,1,196,VR 160,2,205,1,0.488778055,0.511221945
3,4,9,0.1,VR 5,175,951,VR 5,94,506,1,0.65271105,0.65271105
3,5,9,0.1,VR 5,134,709,VR 5,37,249,1,0.740083507,0.740083507
3,6,9,0.1,VR 5,194,1052,VR 5,61,357,1,0.746628815,0.746628815
3,7,9,0.1,VR 5,66,477,VR 5,132,618,1,0.435616438,0.564383562
3,8,9,0.1,VR 160,3,222,VR 160,0,214,1,0.509174312,0.509174312
3,9,9,0.1,VR 160,0,223,VR 160,2,192,1,0.537349398,0.537349398
3,10,9,0.1,VR 160,1,172,VR 160,0,183,1,0.484507042,0.515492958
3,11,9,0.1,VR 160,1,191,VR 160,1,212,1,0.473945409,0.526054591
3,0,10,0.1,VR 160,1,193,VR 160,4,211,1,0.477722772,0.522277228
3,1,10,0.1,VR 160,0,194,VR 160,2,226,1,0.461904762,0.538095238
3,2,10,0.1,VR 160,1,213,VR 160,0,185,1,0.535175879,0.535175879
3,3,10,0.1,VR 160,1,196,VR 160,1,193,1,0.503856041,0.503856041
3,4,10,0.1,VR 5,148,854,VR 5,69,455,1,0.652406417,0.652406417
3,5,10,0.1,VR 5,84,468,VR 5,164,833,1,0.35972329,0.64027671
3,6,10,0.1,VR 5,62,387,VR 5,155,891,1,0.302816901,0.697183099
3,7,10,0.1,VR 5,95,528,VR 5,142,796,1,0.398791541,0.601208459
3,8,10,0.1,VR 160,1,198,VR 160,1,199,1,0.498740554,0.501259446
3,9,10,0.1,VR 160,4,209,VR 160,1,210,1,0.498806683,0.501193317
3,10,10,0.1,VR 160,1,206,VR 160,0,218,1,0.485849057,0.514150943
3,11,10,0.1,VR 160,1,208,VR 160,1,227,1,0.47816092,0.52183908
3,0,11,0.1,VR 160,0,184,VR 160,1,210,1,0.467005076,0.532994924
3,1,11,0.1,VR 160,1,201,VR 160,0,202,1,0.498759305,0.501240695
3,2,11,0.1,VR 160,0,165,VR 160,3,227,1,0.420918367,0.579081633
3,3,11,0.1,VR 160,2,223,VR 160,1,221,1,0.502252252,0.502252252
3,4,11,0.1,VR 5,121,721,VR 5,61,366,1,0.663293468,0.663293468
3,5,11,0.1,VR 5,133,744,VR 5,135,723,1,0.507157464,0.507157464
3,6,11,0.1,VR 5,189,976,VR 5,67,430,1,0.694167852,0.694167852
3,7,11,0.1,VR 5,103,594,VR 5,74,426,1,0.582352941,0.582352941
3,8,11,0.1,VR 160,2,209,VR 160,0,185,1,0.530456853,0.530456853
3,9,11,0.1,VR 160,1,184,VR 160,1,217,1,0.458852868,0.541147132
3,10,11,0.1,VR 160,2,228,VR 160,0,187,1,0.54939759,0.54939759
3,11,11,0.1,VR 160,0,217,VR 160,1,200,1,0.520383693,0.520383693
3,0,12,0.1,VR 160,1,203,VR 160,1,196,1,0.50877193,0.50877193
3,1,12,0.1,VR 160,1,209,VR 160,0,192,1,0.521197007,0.521197007
3,2,12,0.1,VR 160,2,177,VR 160,5,283,1,0.384782609,0.615217391
3,3,12,0.1,VR 160,2,184,VR 160,1,174,1,0.51396648,0.51396648
3,4,12,0.1,VR 5,176,951,VR 5,76,456,1,0.675906183,0.675906183
3,5,12,0.1,VR 5,66,375,VR 5,162,874,1,0.300240192,0.699759808
3,6,12,0.1,VR 5,44,293,VR 5,170,1026,1,0.222137983,0.777862017
3,7,12,0.1,VR 5,48,274,VR 5,183,1041,1,0.208365019,0.791634981
3,8,12,0.1,VR 160,3,239,VR 160,3,241,1,0.497916667,0.502083333
3,9,12,0.1,VR 160,2,212,VR 160,2,227,1,0.482915718,0.517084282
3,10,12,0.1,VR 160,2,213,VR 160,1,167,1,0.560526316,0.560526316
3,11,12,0.1,VR 160,3,231,VR 160,2,175,1,0.568965517,0.568965517
3,0,13,0.1,VR 160,1,214,VR 160,0,216,1,0.497674419,0.502325581
3,1,13,0.1,VR 160,1,187,VR 160,3,238,1,0.44,0.56
3,2,13,0.1,VR 160,1,191,VR 160,0,196,1,0.493540052,0.506459948
3,3,13,0.1,VR 160,1,205,VR 160,2,192,1,0.516372796,0.516372796
3,4,13,0.1,VR 5,136,659,VR 5,124,705,1,0.48313783,0.51686217
3,5,13,0.1,VR 5,147,767,VR 5,108,600,1,0.561082663,0.561082663
3,6,13,0.1,VR 5,48,311,VR 5,197,1049,1,0.228676471,0.771323529
3,7,13,0.1,VR 5,147,811,VR 5,54,326,1,0.713280563,0.713280563
3,8,13,0.1,VR 160,1,243,VR 160,2,210,1,0.536423841,0.536423841
3,9,13,0.1,VR 160,2,191,VR 160,5,255,1,0.428251121,0.571748879
3,10,13,0.1,VR 160,5,235,VR 160,1,205,1,0.534090909,0.534090909
3,11,13,0.1,VR 160,0,190,VR 160,0,192,1,0.497382199,0.502617801
3,0,14,0.1,VR 160,2,213,VR 160,1,208,1,0.505938242,0.505938242
3,1,14,0.1,VR 160,4,185,VR 160,1,252,1,0.423340961,0.576659039
3,2,14,0.1,VR 160,0,204,VR 160,0,192,1,0.515151515,0.515151515
3,3,14,0.1,VR 160,1,223,VR 160,2,180,1,0.553349876,0.553349876
3,4,14,0.1,VR 5,30,243,VR 5,184,899,1,0.212784588,0.787215412
3,5,14,0.1,VR 5,145,765,VR 5,122,603,1,0.559210526,0.559210526
3,6,14,0.1,VR 5,195,1084,VR 5,31,191,1,0.850196078,0.850196078
3,7,14,0.1,VR 5,236,1169,VR 5,46,237,1,0.8314367,0.8314367
3,8,14,0.1,VR 160,1,207,VR 160,4,219,1,0.485915493,0.514084507
3,9,14,0.1,VR 160,0,168,VR 160,1,217,1,0.436363636,0.563636364
3,10,14,0.1,VR 160,1,194,VR 160,0,199,1,0.493638677,0.506361323
3,11,14,0.1,VR 160,3,204,VR 160,4,241,1,0.458426966,0.541573034
3,0,15,0.1,VR 160,3,212,VR 160,2,215,1,0.496487119,0.503512881
3,1,15,0.1,VR 160,0,191,VR 160,2,205,1,0.482323232,0.517676768
3,2,15,0.1,VR 160,1,224,VR 160,1,208,1,0.518518519,0.518518519
3,3,15,0.1,VR 160,2,180,VR 160,0,216,1,0.454545455,0.545454545
3,4,15,0.1,VR 5,86,511,VR 5,157,836,1,0.379361544,0.620638456
3,5,15,0.1,VR 5,91,525,VR 5,88,529,1,0.498102467,0.501897533
3,6,15,0.1,VR 5,82,466,VR 5,153,828,1,0.360123648,0.639876352
3,7,15,0.1,VR 5,28,169,VR 5,171,937,1,0.152802893,0.847197107
3,8,15,0.1,VR 160,1,192,VR 160,0,214,1,0.472906404,0.527093596
3,9,15,0.1,VR 160,1,212,VR 160,2,219,1,0.49187935,0.50812065
3,10,15,0.1,VR 160,1,193,VR 160,2,180,1,0.517426273,0.517426273
3,11,15,0.1,VR 160,0,207,VR 160,0,213,1,0.492857143,0.507142857
3,0,16,0.1,VR 160,0,177,VR 160,3,228,1,0.437037037,0.562962963
3,1,16,0.1,VR 160,4,212,VR 160,0,212,1,0.5,0.5
3,2,16,0.1,VR 160,1,215,VR 160,1,199,1,0.519323671,0.519323671
3,3,16,0.1,VR 160,2,246,VR 160,1,216,1,0.532467532,0.532467532
3,4,16,0.1,VR 5,221,1071,VR 5,39,241,1,0.816310976,0.816310976
3,5,16,0.1,VR 5,82,535,VR 5,123,755,1,0.414728682,0.585271318
3,6,16,0.1,VR 5,125,671,VR 5,123,650,1,0.507948524,0.507948524
3,7,16,0.1,VR 5,238,1264,VR 5,37,219,1,0.852326365,0.852326365
3,8,16,0.1,VR 160,0,229,VR 160,4,223,1,0.506637168,0.506637168
3,9,16,0.1,VR 160,0,194,VR 160,1,192,1,0.502590674,0.502590674
3,10,16,0.1,VR 160,0,200,VR 160,2,234,1,0.460829493,0.539170507
3,11,16,0.1,VR 160,1,216,VR 160,1,186,1,0.537313433,0.537313433
3,0,17,0.1,VR 160,1,202,VR 160,1,231,1,0.466512702,0.533487298
3,1,17,0.1,VR 160,1,188,VR 160,1,193,1,0.49343832,0.50656168
3,2,17,0.1,VR 160,5,224,VR 160,4,249,1,0.473572939,0.526427061
3,3,17,0.1,VR 160,3,206,VR 160,0,182,1,0.530927835,0.530927835
3,4,17,0.1,VR 5,105,585,VR 5,81,464,1,0.557673975,0.557673975
3,5,17,0.1,VR 5,37,265,VR 5,139,733,1,0.265531062,0.734468938
3,6,17,0.1,VR 5,86,528,VR 5,111,656,1,0.445945946,0.554054054
3,7,17,0.1,VR 5,94,516,VR 5,113,582,1,0.469945355,0.530054645
3,8,17,0.1,VR 160,0,219,VR 160,1,195,1,0.528985507,0.528985507
3,9,17,0.1,VR 160,2,221,VR 160,1,185,1,0.544334975,0.544334975
3,10,17,0.1,VR 160,3,226,VR 160,1,201,1,0.529274005,0.529274005
3,11,17,0.1,VR 160,2,219,VR 160,1,181,1,0.5475,0.5475
3,0,18,0.1,VR 160,0,189,VR 160,2,215,1,0.467821782,0.532178218
3,1,18,0.1,VR 160,0,189,VR 160,1,183,1,0.508064516,0.508064516
3,2,18,0.1,VR 160,1,206,VR 160,0,197,1,0.511166253,0.511166253
3,3,18,0.1,VR 160,1,226,VR 160,0,169,1,0.572151899,0.572151899
3,4,18,0.1,VR 5,148,856,VR 5,79,439,1,0.661003861,0.661003861
3,5,18,0.1,VR 5,196,1081,VR 5,59,370,1,0.745003446,0.745003446
3,6,18,0.1,VR 5,80,491,VR 5,141,699,1,0.412605042,0.587394958
3,7,18,0.1,VR 5,41,227,VR 5,212,1079,1,0.17381317,0.82618683
3,8,18,0.1,VR 160,2,213,VR 160,0,176,1,0.547557841,0.547557841
3,9,18,0.1,VR 160,2,201,VR 160,1,169,1,0.543243243,0.543243243
3,10,18,0.1,VR 160,1,217,VR 160,3,217,1,0.5,0.5
3,11,18,0.1,VR 160,1,220,VR 160,2,229,1,0.489977728,0.510022272
3,0,19,0.1,VR 160,1,219,VR 160,0,229,1,0.488839286,0.511160714
3,1,19,0.1,VR 160,2,209,VR 160,0,200,1,0.511002445,0.511002445
3,2,19,0.1,VR 160,2,229,VR 160,1,189,1,0.54784689,0.54784689
3,3,19,0.1,VR 160,2,234,VR 160,3,224,1,0.510917031,0.510917031
3,4,19,0.1,VR 5,122,649,VR 5,110,570,1,0.53240361,0.53240361
3,5,19,0.1,VR 5,125,698,VR 5,95,508,1,0.578772803,0.578772803
3,6,19,0.1,VR 5,84,463,VR 5,179,919,1,0.335021708,0.664978292
3,7,19,0.1,VR 5,169,922,VR 5,131,666,1,0.580604534,0.580604534
3,8,19,0.1,VR 160,0,177,VR 160,3,256,1,0.408775982,0.591224018
3,9,19,0.1,VR 160,2,205,VR 160,0,231,1,0.470183486,0.529816514
3,10,19,0.1,VR 160,1,183,VR 160,2,216,1,0.458646617,0.541353383
3,11,19,0.1,VR 160,2,200,VR 160,2,205,1,0.49382716,0.50617284
